,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
347,drib[c],aipdcoa[c],succoa[c],frdp[c],copre8[c],1aihpdecg3p[c],fgam[c],palmtca1[c],alaala[c],2h3oppan[c]
348,f1p[c],ugmda[c],suchms[c],alaala[c],thmpp[c],rnam[c],cbmt[c],pgai17[c],pei16[c],amob[c]
349,alaasp[c],uagmda[c],4ppcys[c],4hbz[c],h2mb4p[c],glutrna[c],2ddg6p[c],clpnai17[c],arg_L[c],pgi17[c]
350,dgmp[c],6m3hheptACP[c],2pg[c],3oddcoa[c],pa140[c],pgpi17[c],pydx[c],cdpdaipdecg[c],hdca[c],i15tcaacgam[c]
351,4hbz[c],26dap_M[c],malttr[c],pgp161[c],cdpdtdecg[c],3ump[c],melib[c],alagln[c],psai17[c],3c4mop[c]
352,glyphe[c],7m3hocACP[c],maltttr[c],psai17[c],4pasp[c],pydx5p[c],23ccmp[c],copre4[c],egACPm[c],acon_C[c]
353,achms[c],7m3oocACP[c],pb[c],2mp2coa[c],pgpai17[c],25aics[c],3cmp[c],2h3oppan[c],ins[c],cit[c]
354,adn[c],dhf[c],glc_bD[c],3hibutcoa[c],tartr_L[c],aso4[c],thmpp[c],amob[c],glc_D[c],pai14[c]
355,pgai15[c],8m3hdcaACP[c],g6p_B[c],ins[c],8mnonACP[c],1agpe180[c],glcur[c],i15tcaacgam[c],fe2[c],histl_L[c]
356,clpnai15[c],man1p[c],dmlz[c],fe2[c],salc6p[c],adocbi[c],fruur[c],3c4mop[c],gcald[c],2mmal[c]
357,3mop[c],4ppcys[c],fprica[c],4ahmmp[c],g6p[c],etoh[c],rmn[c],acon_C[c],adocbl[c],fgam[c]
358,5fthf[c],ahdt[c],fe2[c],3ohdcoa[c],cala[c],gtp[c],rml[c],cit[c],4ahmmp[c],myrstcaacgam[c]
359,ala_B[c],2pg[c],arab_L[c],dhnpt[c],stys[c],imp[c],h2mb4p[c],pai14[c],dhnpt[c],cbmt[c]
360,sbzcoa[c],g1p[c],trnaglu[c],dpcoa[c],ipdp[c],ihpdcoa[c],pa140[c],histl_L[c],dpcoa[c],2ddg6p[c]
361,alac_S[c],pb[c],1ipdecg3p[c],rhcys[c],alaala[c],2mop[c],cdpdtdecg[c],pgp141[c],rhcys[c],pydx[c]
362,dcdp[c],glc_bD[c],alltn[c],ahcys[c],pei16[c],mi3p_D[c],4pasp[c],2mmal[c],ahcys[c],melib[c]
363,phe_L[c],g6p_B[c],fdp[c],b2coa[c],arg_L[c],hco3[c],pgpai17[c],fgam[c],12mttritec2eACP[c],23ccmp[c]
364,na1[c],trdrd[c],phthr[c],10fthf5glu[c],3oddcoa[c],pan4p[c],8mnonACP[c],myrstcaacgam[c],dmpp[c],3cmp[c]
365,dcamp[c],4adcho[c],amopbut_L[c],glu5p[c],psai17[c],b2coa[c],salc6p[c],cbmt[c],6mthept2eACP[c],codhpre6[c]
366,dxyl5p[c],isoval[c],psd5p[c],ser_L[c],2mp2coa[c],2me4p[c],g6p[c],2ddg6p[c],pmACP[c],copre8[c]
367,tdeACP[c],4r5au[c],4m3hpentACP[c],tre6p[c],3hibutcoa[c],no2[c],stys[c],pydx[c],10fthf5glu[c],thmpp[c]
368,indpyr[c],dmlz[c],hethmpp[c],abt[c],ins[c],cdpdhdec9eg[c],ipdp[c],melib[c],glu5p[c],glcur[c]
369,1agpe160[c],psi14[c],alahis[c],gam6p[c],malt[c],g1p[c],frdp[c],23ccmp[c],o2s[c],fruur[c]
370,5aizc[c],glymet[c],hxcoa[c],gam1p[c],fe2[c],adpglc[c],alaala[c],3cmp[c],gam6p[c],rmn[c]
371,2mpdhl[c],fprica[c],e4hglu[c],actp[c],gcald[c],man[c],pei16[c],codhpre6[c],gam1p[c],rml[c]
372,2ahbut[c],fe2[c],4h2oglt[c],12dgr160[c],4ahmmp[c],12m3hmyrsACP[c],arg_L[c],copre8[c],actp[c],h2mb4p[c]
373,hethmpp[c],trnaglu[c],hkmpp[c],Largn[c],3ohdcoa[c],acgam6p[c],hdca[c],thmpp[c],12dgr160[c],cdpdtdecg[c]
374,uaccg[c],fa4[c],dkmpp[c],14m3hpalmACP[c],dhnpt[c],pg140[c],pgp161[c],glcur[c],14m3hpalmACP[c],4pasp[c]
375,4mop[c],1ipdecg3p[c],fdxrd[c],ipdcoa[c],dpcoa[c],3hoctACP[c],psai17[c],fruur[c],Largn[c],8mnonACP[c]
376,cbl1[c],forglu[c],ddcaACP[c],lgt_S[c],rhcys[c],15m3opalmACP[c],egACPm[c],rmn[c],lac_L[c],stys[c]
377,cellb[c],ivcoa[c],3hdcoa[c],12mtmrs2eACP[c],ahcys[c],adn[c],ins[c],rml[c],gmp[c],ipdp[c]
378,msa[c],fdp[c],dhpt[c],1odecg3p[c],dmpp[c],1agpe161[c],glc_D[c],h2mb4p[c],prodthl[c],frdp[c]
379,maltpt[c],psi16[c],fadh2[c],rnatrans[c],b2coa[c],aps[c],fe2[c],cdpdtdecg[c],pser_L[c],alaala[c]
380,thdp[c],amopbut_L[c],h2o2[c],gmp[c],10fthf5glu[c],uaccg[c],gcald[c],4pasp[c],26dap_LL[c],pei16[c]
381,prl45tcaglc[c],psd5p[c],damp[c],pser_L[c],glu5p[c],uamr[c],adocbl[c],pgpai17[c],fa3[c],arg_L[c]
382,ppa[c],4m3hpentACP[c],glc_D[c],s7p[c],o2s[c],din[c],4ahmmp[c],8mnonACP[c],s7p[c],hdca[c]
383,methf[c],udpgal[c],ncam[c],cbasp[c],o2[c],2dr1p[c],dhnpt[c],salc6p[c],odecoa[c],psai17[c]
384,4hthr[c],alahis[c],h2s[c],udcpdp[c],abt[c],dcdp[c],dpcoa[c],g6p[c],cbasp[c],egACPm[c]
385,pa181[c],gmhep7p[c],5prdmbz[c],ddca[c],gam6p[c],15m3hpalmACP[c],rhcys[c],stys[c],udcpdp[c],hxan[c]
386,ocdcea[c],malthx[c],3ooctACP[c],aicar[c],gam1p[c],11m3hddcaACP[c],ahcys[c],ipdp[c],aicar[c],ins[c]
387,1ddecg3p[c],maltpt[c],orot[c],udpglcur[c],actp[c],11m3oddcaACP[c],12mttritec2eACP[c],frdp[c],isobut[c],glc_D[c]
388,5aop[c],e4hglu[c],glu1sa[c],tdcoa[c],Largn[c],2ddecg3p[c],dmpp[c],alaala[c],sucbz[c],fe2[c]
389,ppbng[c],4h2oglt[c],tdcoa[c],hom_L[c],14m3hpalmACP[c],cbmt[c],6mthept2eACP[c],pei16[c],udpglcur[c],gcald[c]
390,mql8[c],hdcoa[c],2agpg141[c],aspsa[c],ipdcoa[c],prbamp[c],pmACP[c],arg_L[c],cbl2[c],adocbl[c]
391,sl2a6o[c],fdxrd[c],chol[c],14m3hpentdecACP[c],lgt_S[c],prfp[c],10fthf5glu[c],hdca[c],tdcoa[c],4ahmmp[c]
392,cgly[c],pmtcoa[c],glycogen[c],suc6p[c],1odecg3p[c],1agpg181[c],glu5p[c],pgp161[c],i14tcaacgam[c],dhnpt[c]
393,2mb2coa[c],12mtridecACP[c],1tdecg3p[c],2ippm[c],gmp[c],tag6p_D[c],o2s[c],psai17[c],h2o2[c],dpcoa[c]
394,psd5p[c],fadh2[c],1aipdecg3p[c],3c2hmp[c],glyasp[c],gal[c],gam6p[c],egACPm[c],lald_L[c],rhcys[c]
395,proteinsynth[c],damp[c],paai15[c],pgp181[c],glyc45tcaglc[c],cdpdodecg[c],gam1p[c],ins[c],aspsa[c],ahcys[c]
396,dhf[c],h2s[c],malt[c],o2[c],pser_L[c],3odcoa[c],actp[c],glc_D[c],hom_L[c],12mttritec2eACP[c]
397,uaaGgtla[c],5prdmbz[c],1agpe141[c],h2o2[c],acgam6p[c],occoa[c],14m3hpalmACP[c],fe2[c],12ppd_S[c],cytd[c]
398,prpp[c],orot[c],glyasp[c],ocdca[c],acmanap[c],pa141[c],Largn[c],gcald[c],C11821[c],dcdp[c]
399,pran[c],3ooctACP[c],fru[c],12daipdglyc[c],26dap_LL[c],cdpdtdec7eg[c],ai17tcaglc[c],adocbl[c],3hmrsACP[c],dmpp[c]
400,2agpe161[c],7mtoct2eACP[c],glyphe[c],met_D[c],fa3[c],argsuc[c],ai17tca1[c],4ahmmp[c],14m3hpentdecACP[c],6mthept2eACP[c]
401,udpgal[c],toct2eACP[c],1odec11eg3p[c],1ihdecg3p[c],s7p[c],glymet[c],lac_L[c],dhnpt[c],icit[c],pmACP[c]
402,2ahhmd[c],glytyr[c],alaala[c],palmACP[c],odecoa[c],gsn[c],gmp[c],dpcoa[c],HC01434[c],10fthf5glu[c]
403,4c2me[c],glypro[c],fe3[c],pa161[c],cbasp[c],1agpe140[c],prodthl[c],12mttritec2eACP[c],i16tca1[c],glu5p[c]
404,skm[c],1tdecg3p[c],hcys_L[c],cdpdhdec9eg[c],udcpdp[c],spmd[c],pser_L[c],dmpp[c],2ippm[c],ser_L[c]
405,i17tcaacgam[c],HC01651[c],cytd[c],prl45tcaala[c],udp[c],agm[c],acgam6p[c],6mthept2eACP[c],3c2hmp[c],o2s[c]
406,malthp[c],thm[c],pnto_R[c],4m3hpentACP[c],pgpi17[c],cdpglc[c],26dap_LL[c],pmACP[c],12daipdglyc[c],abt[c]
407,2cpr5p[c],thmmp[c],3oddecACP[c],hco3[c],ddca[c],aipdcoa[c],fa3[c],10fthf5glu[c],i14tca1[c],gam6p[c]
408,l2a6o[c],sheme[c],skm[c],acser[c],56dura[c],6m3hheptACP[c],s7p[c],glu5p[c],hphhlipa[c],gam1p[c]
409,succoa[c],dutp[c],1hdec9eg3p[c],so3[c],aicar[c],ugmda[c],odecoa[c],o2s[c],kdo8p[c],actp[c]
410,HC00695[c],glyasp[c],hdcea[c],acorn[c],tdcoa[c],uagmda[c],cbasp[c],gam6p[c],kdo[c],12dgr160[c]
411,2agpe120[c],3a2opp[c],pram[c],glyasp[c],h2o2[c],3dhq[c],udcpdp[c],gam1p[c],ps181[c],14m3hpalmACP[c]
412,ala_D[c],pdx5p[c],air[c],4mpetz[c],thym[c],26dap_M[c],aicar[c],actp[c],1ihdecg3p[c],Largn[c]
413,aipdcoa[c],fru[c],cdpditdecg[c],r5p[c],hom_L[c],7m3hocACP[c],sucbz[c],12dgr160[c],palmACP[c],4izp[c]
414,dump[c],8mdcaACP[c],2agpg160[c],15m3hpalmACP[c],aspsa[c],7m3oocACP[c],udpglcur[c],14m3hpalmACP[c],5thf[c],ai17tcaglc[c]
415,actn_R[c],glyphe[c],10m3oundecACP[c],nicrns[c],12ppd_S[c],thdp[c],cbl2[c],Largn[c],pa161[c],ai17tca1[c]
416,phyQ[c],kdo2lipid4[c],4mhetz[c],galt1p[c],C11821[c],alltn_R[c],tdcoa[c],4izp[c],cdpdhdec9eg[c],lac_L[c]
417,glyc_R[c],kdo2lipid4L[c],rnam[c],ribflv[c],glyasn[c],glypro[c],h2o2[c],forglu[c],mbdg[c],forglu[c]
418,3pg[c],1odec11eg3p[c],3htdcoa[c],acg5p[c],pre3a[c],adcobdam[c],lald_L[c],gmp[c],4m3hpentACP[c],gmp[c]
419,4hpro_LT[c],stcoa[c],glyglu[c],3oddecACP[c],14m3hpentdecACP[c],ipdp[c],aspsa[c],prodthl[c],gal1p[c],prodthl[c]
420,glycogenb[c],sl2a6o[c],pgp161[c],duri[c],icit[c],pgp160[c],hom_L[c],pser_L[c],hco3[c],pser_L[c]
421,5hxudidzcba[c],alaala[c],pg161[c],12dihdglyc[c],HC01434[c],8m3hdcaACP[c],12ppd_S[c],26dap_LL[c],acser[c],26dap_LL[c]
422,alltn_R[c],fe3[c],2ddglcn[c],gtp[c],suc6p[c],suchms[c],C11821[c],fa3[c],so3[c],fa3[c]
423,ipdcoa[c],ttdca[c],pgi16[c],aihpdcoa[c],2ippm[c],4ppcys[c],3hmrsACP[c],s7p[c],ai17tca1[c],s7p[c]
424,rnam[c],3oddecACP[c],adhlam[c],lac_D[c],3c2hmp[c],2pg[c],14m3hpentdecACP[c],odecoa[c],acorn[c],odecoa[c]
425,malthx[c],skm[c],lpam[c],dmpp[c],pgp181[c],acnam[c],icit[c],ahcys[c],glyasp[c],cbasp[c]
426,pai15[c],pram[c],2mahmp[c],2omph[c],ocdca[c],malttr[c],HC01434[c],cbasp[c],4mpetz[c],udcpdp[c]
427,cdpdhdecg[c],dtdp4d6dg[c],C11821[c],thm[c],met_D[c],maltttr[c],2ippm[c],udcpdp[c],r5p[c],aicar[c]
428,pphn[c],dtdp4d6dm[c],3hmbcoa[c],dudp[c],glycogenb[c],pb[c],3c2hmp[c],56dura[c],15m3hpalmACP[c],isobut[c]
429,hcys_L[c],psai15[c],pphn[c],phom[c],ps181[c],trdrd[c],pgp181[c],aicar[c],but[c],sucbz[c]
430,fpram[c],pep[c],xylu_D[c],13m3hmyrsACP[c],1ihdecg3p[c],fprica[c],i14tca1[c],isobut[c],acg5p[c],udpglcur[c]
431,pgi16[c],2ommbl[c],fpram[c],6m3oheptACP[c],palmACP[c],glyc45tca[c],hphhlipa[c],udpglcur[c],3oddecACP[c],cbl2[c]
432,ihpdcoa[c],cdpditdecg[c],1tdec7eg3p[c],6m3hheptACP[c],5thf[c],fe2[c],kdo8p[c],cbl2[c],i15tca1[c],tdcoa[c]
433,pgpi15[c],mmcoa_S[c],pser_L[c],ihpdcoa[c],pa161[c],12dgr180[c],kdo[c],tdcoa[c],ura[c],i14tcaacgam[c]
434,octdp[c],acACP[c],ddcacoa[c],1ihpdecg3p[c],cdpdhdec9eg[c],arab_L[c],ps181[c],i14tcaacgam[c],14mtpentdec2eACP[c],h2o2[c]
435,2mecdp[c],actACP[c],3otdcoa[c],xmp[c],prl45tcaala[c],Naccitr_L[c],1ihdecg3p[c],h2o2[c],lac_D[c],hom_L[c]
436,pgi14[c],14mpentdecACP[c],2p4c2me[c],4hbutcoa[c],glyc45tcaala_D[c],trnaglu[c],palmACP[c],thym[c],thm[c],aspsa[c]
437,clpni14[c],14m3opalmACP[c],3oocoa[c],cdp[c],diglcpgi14[c],fa4[c],5thf[c],lald_L[c],dudp[c],12ppd_S[c]
438,cytd[c],rnam[c],cdpdhdecg[c],dcacoa[c],4m3hpentACP[c],1ipdecg3p[c],pa161[c],aspsa[c],dutp[c],C11821[c]
439,idp[c],adocbi[c],arsenb[c],f1p[c],gal1p[c],prbatp[c],cdpdhdec9eg[c],hom_L[c],phom[c],3hmrsACP[c]
440,metsox_R_L[c],toctd2eACP[c],scl[c],3btcoa[c],actn_S[c],ser_D[c],sttcaglc[c],12ppd_S[c],gdpmann[c],pre3a[c]
441,1agpe120[c],man6p[c],copre2[c],pphn[c],btd_SS[c],fdp[c],sttca1[c],C11821[c],13m3hmyrsACP[c],14m3hpentdecACP[c]
442,d5kg[c],kphphhlipa[c],actACP[c],achms[c],hco3[c],psd5p[c],inulin[c],3hmrsACP[c],6m3oheptACP[c],icit[c]
443,cbp[c],pgi16[c],gua[c],6mheptACP[c],acser[c],4m3hpentACP[c],mbdg[c],pre3a[c],6m3hheptACP[c],HC01434[c]
444,melib[c],2mahmp[c],dgsn[c],dgmp[c],so3[c],hethmpp[c],4m3hpentACP[c],14m3hpentdecACP[c],xmp[c],2ippm[c]
445,dttp[c],dtdprmn[c],lcts[c],ppaca[c],acorn[c],alahis[c],gal1p[c],icit[c],alpro[c],3c2hmp[c]
446,alaglu[c],mphze[c],fol[c],clpnai15[c],4mpetz[c],hxcoa[c],hco3[c],HC01434[c],kdo2lipid4[c],12daipdglyc[c]
447,no3[c],gagicolipa[c],n6all26d[c],5mthf[c],r5p[c],gmhep7p[c],acser[c],i16tca1[c],cdp[c],i14tca1[c]
448,xylu_D[c],fpram[c],4abut[c],5fthf[c],15m3hpalmACP[c],e4hglu[c],acorn[c],2ippm[c],drib[c],hphhlipa[c]
449,xyl_D[c],pser_L[c],4abutn[c],ala_B[c],galt1p[c],hdcoa[c],glyasp[c],3c2hmp[c],f1p[c],kdo8p[c]
450,fmnh2[c],Largn[c],pgp141[c],alac_S[c],ribflv[c],fdxrd[c],4mpetz[c],pgp181[c],dgmp[c],kdo[c]
451,stcoa[c],glutrna[c],glycys[c],7m3oocACP[c],acg5p[c],ddcaACP[c],r5p[c],12daipdglyc[c],4hbz[c],1ihdecg3p[c]
452,1pipdn2c[c],fa12[c],1agpg141[c],2ohph[c],hexdp[c],pmtcoa[c],15m3hpalmACP[c],i14tca1[c],pphn[c],hpyr[c]
453,pnto_R[c],2p4c2me[c],6m3hocACP[c],9m3odcaACP[c],hepdp[c],btn_co2[c],but[c],hphhlipa[c],ncptrc[c],palmACP[c]
454,hdcoa[c],4ampm[c],nicrns[c],pydxn[c],3oddecACP[c],acmanap[c],acg5p[c],kdo8p[c],achms[c],5thf[c]
455,3psme[c],4hthr[c],cobalt2[c],pdx5p[c],lac_D[c],9mdcaACP[c],3oddecACP[c],kdo[c],6mheptACP[c],pa161[c]
456,1tdec7eg3p[c],15mtpalm2eACP[c],gam6p[c],aacoa[c],thm[c],12mtridecACP[c],ura[c],ps181[c],ppaca[c],cdpdhdec9eg[c]
457,phyldpp[c],cdpdhdecg[c],N1aspmd[c],g1p[c],sbt_D[c],3hdcoa[c],14mtpentdec2eACP[c],1ihdecg3p[c],pgai15[c],hco3[c]
458,2agpg120[c],fa1[c],25dhpp[c],gal1p[c],ai15tca1[c],dhpt[c],lac_D[c],hpyr[c],clpnai15[c],sttcaglc[c]
459,metsox_S_L[c],gua[c],1odecg3p[c],dcamp[c],6mtoct2eACP[c],fadh2[c],thm[c],palmACP[c],ncam[c],mbdg[c]
460,L2aadp6sa[c],3mop[c],2hdec9eg3p[c],dxyl5p[c],dudp[c],acglu[c],dudp[c],5thf[c],3mop[c],4m3hpentACP[c]
461,thp2c[c],dtdpglu[c],5aprbu[c],im4act[c],dutp[c],h2o2[c],dutp[c],pa161[c],5fthf[c],gal1p[c]
462,23dhdp[c],lcts[c],4ppan[c],im4ac[c],phom[c],damp[c],phom[c],cdpdhdec9eg[c],appl[c],acser[c]
463,gar[c],gal[c],udp[c],6mthept2eACP[c],hmbil[c],h2s[c],gdpmann[c],inulin[c],ala_B[c],so3[c]
464,nac[c],prodslfd[c],2agpe160[c],tdeACP[c],glcn[c],gua[c],hmbil[c],mbdg[c],sbzcoa[c],acorn[c]
465,peptmet_L[c],prodthl[c],2agpe181[c],5mhexACP[c],13m3hmyrsACP[c],5prdmbz[c],13m3hmyrsACP[c],4m3hpentACP[c],alac_S[c],glyasp[c]
466,4per[c],malttr[c],pgp120[c],10m3hundecACP[c],6m3oheptACP[c],3ooctACP[c],uacmam[c],gal1p[c],7m3oocACP[c],dutp[c]
467,glyclt[c],malt[c],pg120[c],cro4[c],6m3hheptACP[c],na1[c],6m3oheptACP[c],hco3[c],9m3odcaACP[c],4mpetz[c]
468,madg[c],icolipa[c],hdca[c],2obut[c],ihpdcoa[c],glu1sa[c],6m3hheptACP[c],acser[c],pydxn[c],r5p[c]
469,1itdecg3p[c],Ssq23epx[c],maltpt[c],prpp[c],1ihpdecg3p[c],7mtoct2eACP[c],xmp[c],so3[c],tddec2eACP[c],15m3hpalmACP[c]
470,malttr[c],glycogen[c],malthx[c],3hhexACP[c],xmp[c],toct2eACP[c],mthgxl[c],ai17tca1[c],dcamp[c],but[c]
471,dmphqno[c],6m3hocACP[c],4hba[c],thex2eACP[c],mthgxl[c],2agpg141[c],alpro[c],acorn[c],tdeACP[c],acg5p[c]
472,1odec11eg3p[c],nicrns[c],3hhcoa[c],acg5sa[c],4hbutcoa[c],tdcoa[c],kdo2lipid4[c],glyasp[c],5mhexACP[c],3oddecACP[c]
473,2agpe141[c],gam6p[c],3psme[c],indpyr[c],dcacoa[c],12daihdglyc[c],cdp[c],4mpetz[c],10m3hundecACP[c],ura[c]
474,glyleu[c],6mtoct2eACP[c],chor[c],1agpe160[c],drib[c],rml[c],drib[c],r5p[c],cro4[c],14mtpentdec2eACP[c]
475,glymet[c],10mddcaACP[c],pgpai17[c],5aizc[c],f1p[c],rmn[c],f1p[c],15m3hpalmACP[c],3hhexACP[c],lac_D[c]
476,ttc_ggdp[c],cbl1[c],tdeACP[c],glygln[c],alaasp[c],glycogen[c],dgmp[c],but[c],thex2eACP[c],thm[c]
477,fa4[c],1odecg3p[c],thmmp[c],2ahbut[c],dgmp[c],nmn[c],4hbz[c],acg5p[c],acg5sa[c],sbt_D[c]
478,1hdecg3p[c],2dmmql8[c],thfglu[c],hethmpp[c],3btcoa[c],1tdecg3p[c],pphn[c],3oddecACP[c],indpyr[c],dudp[c]
479,rbl_L[c],dhmphze[c],ocdcea[c],uaccg[c],lac_L[c],1aipdecg3p[c],ncptrc[c],i15tca1[c],5aizc[c],phom[c]
480,ru5p_L[c],ocdca[c],so3[c],dcmp[c],glyphe[c],paai15[c],achms[c],ura[c],glygln[c],gdpmann[c]
481,xu1p_L[c],ipdp[c],glygln[c],dcdp[c],pphn[c],glyclt[c],6mheptACP[c],14mtpentdec2eACP[c],2ahbut[c],hmbil[c]
482,din[c],4ppan[c],clpn160[c],hepdp[c],achms[c],malt[c],ppaca[c],lac_D[c],hethmpp[c],13m3hmyrsACP[c]
483,2agpg181[c],chor[c],pg160[c],11m3hddcaACP[c],adn[c],chtbs[c],clpnai15[c],thm[c],uaccg[c],6m3oheptACP[c]
484,pgi15[c],2oph[c],pai14[c],thdp[c],6mheptACP[c],1agpe141[c],3mop[c],dudp[c],4mop[c],6m3hheptACP[c]
485,1agpg141[c],kdo[c],butso3[c],prl45tcaglc[c],ppaca[c],glyasp[c],5fthf[c],dutp[c],g6p[c],xmp[c]
486,phpyr[c],4hba[c],pgi15[c],rdmbzi[c],pgai15[c],8mdcaACP[c],ala_B[c],phom[c],dcdp[c],mthgxl[c]
487,unaga[c],3psme[c],clpni15[c],ppa[c],clpnai15[c],glyphe[c],sbzcoa[c],gdpmann[c],cbl1[c],alpro[c]
488,rml1p[c],pgpai17[c],alaleu[c],methf[c],3mop[c],kdo2lipid4[c],alac_S[c],hmbil[c],inost[c],kdo2lipid4[c]
489,glyglu[c],tdeACP[c],etha[c],14mpalmACP[c],5fthf[c],kdo2lipid4L[c],7m3oocACP[c],13m3hmyrsACP[c],lipa[c],drib[c]
490,2dr1p[c],1tdec7eg3p[c],1agpg180[c],4hthr[c],appl[c],1odec11eg3p[c],9m3odcaACP[c],uacmam[c],hlipa[c],f1p[c]
491,fa1[c],thfglu[c],ocdca[c],pa181[c],ala_B[c],cbl2[c],pydxn[c],6m3oheptACP[c],cellb[c],dgmp[c]
492,4mpetz[c],3omrsACP[c],1agpg160[c],pg180[c],2ohph[c],alaala[c],tddec2eACP[c],6m3hheptACP[c],11m3hddcaACP[c],4hbz[c]
493,dtdprmn[c],btn_co2[c],ahcys[c],1ddecg3p[c],alac_S[c],fe3[c],dcamp[c],xmp[c],maltpt[c],pphn[c]
494,1pyr5c[c],so3[c],thm[c],2mb2coa[c],dcdp[c],hcys_L[c],tdeACP[c],mthgxl[c],thdp[c],ncptrc[c]
495,2mop[c],u3aga[c],thmpp[c],but[c],7m3oocACP[c],cytd[c],5mhexACP[c],alpro[c],rdmbzi[c],achms[c]
496,1odecg3p[c],psi17[c],14m3opentdecACP[c],cytd[c],9m3odcaACP[c],2aobut[c],10m3hundecACP[c],kdo2lipid4[c],ppa[c],6mheptACP[c]
497,cit[c],HC01652[c],14m3hpentdecACP[c],13mmyrsACP[c],pydxn[c],3oddecACP[c],cro4[c],drib[c],methf[c],ppaca[c]
498,imacp[c],clpn160[c],sulfac[c],3ohexACP[c],pdx5p[c],micit[c],3hhexACP[c],f1p[c],14mpalmACP[c],pgai15[c]
499,hisp[c],pg160[c],ctbt[c],s[c],aacoa[c],skm[c],thex2eACP[c],dgmp[c],4hthr[c],clpnai15[c]
500,2aobut[c],glc_D[c],2dmmql8[c],dad_5[c],phe_L[c],ocdcea[c],acg5sa[c],pphn[c],pa181[c],3mop[c]
501,glycys[c],pai14[c],pdx5p[c],pg141[c],dcamp[c],1hdec9eg3p[c],indpyr[c],ncptrc[c],tdec2eACP[c],appl[c]
502,1agpg120[c],pgi15[c],hg2[c],psd5p[c],diglcpgi16[c],pram[c],5aizc[c],achms[c],dcaACP[c],ala_B[c]
503,pgp180[c],clpni15[c],5mtr[c],proteinsynth[c],dxyl5p[c],dtdp4d6dg[c],glygln[c],6mheptACP[c],mql8[c],sbzcoa[c]
504,5mta[c],phyldpp[c],aihpdcoa[c],dcaACP[c],im4act[c],dtdp4d6dm[c],2ahbut[c],ppaca[c],cgly[c],alac_S[c]
505,ade[c],alaleu[c],Largn[c],dhf[c],im4ac[c],pep[c],hethmpp[c],clpnai15[c],hgbyr[c],7m3oocACP[c]
506,pa160[c],ibcoa[c],dpcoa[c],quln[c],6mthept2eACP[c],ru5p_L[c],uaccg[c],3mop[c],cytd[c],9m3odcaACP[c]
507,2ombz[c],cgly[c],3omrsACP[c],uaaGgtla[c],dscl[c],cdpditdecg[c],4mop[c],5fthf[c],13mmyrsACP[c],pydxn[c]
508,2ommb[c],14m3opentdecACP[c],aicar[c],xyl_D[c],tdeACP[c],2agpg160[c],dcdp[c],appl[c],3ohexACP[c],tddec2eACP[c]
509,udcpp[c],14m3hpentdecACP[c],dtdp4d6dm[c],2agpe161[c],10m3hundecACP[c],acACP[c],cbl1[c],ala_B[c],s[c],dcamp[c]
510,3dhsk[c],ps120[c],clpn140[c],4c2me[c],cro4[c],actACP[c],lipa[c],alac_S[c],dad_5[c],dscl[c]
511,fru[c],hg2[c],4c2me[c],skm[c],2obut[c],14mpentdecACP[c],hlipa[c],dcdp[c],psd5p[c],tdeACP[c]
512,3h3mop[c],octdp[c],octeACP[c],2ameph[c],3hhexACP[c],dgsn[c],cellb[c],7m3oocACP[c],6hmhptpp[c],5mhexACP[c]
513,23dhmp[c],1aipdecg3p[c],pg180[c],l2a6o[c],thex2eACP[c],14m3opalmACP[c],11m3hddcaACP[c],9m3odcaACP[c],proteinsynth[c],10m3hundecACP[c]
514,rib_D[c],pa160[c],f1p[c],3ooctdACP[c],acg5sa[c],4mhetz[c],altrn[c],pydxn[c],dhf[c],cro4[c]
515,i17tca1[c],aihpdcoa[c],fmn[c],2agpe120[c],indpyr[c],5mdr1p[c],tagur[c],tddec2eACP[c],quln[c],3hhexACP[c]
516,thym[c],dpcoa[c],hdeACP[c],aipdcoa[c],1agpe160[c],appl[c],maltpt[c],dcamp[c],prpp[c],thex2eACP[c]
517,apoC_Lys_btn[c],10mundecACP[c],cdpglyc[c],actn_R[c],5aizc[c],3htdcoa[c],thdp[c],indole[c],pran[c],acg5sa[c]
518,ametam[c],2mbcoa[c],cpppg3[c],ocACP[c],2ahbut[c],glyglu[c],ppa[c],dscl[c],1ddecg3p[c],indpyr[c]
519,lpro[c],dextrin[c],pai15[c],8m3odcaACP[c],hethmpp[c],15mpalmACP[c],methf[c],tdeACP[c],udpgal[c],5aizc[c]
520,pa141[c],10m3oddcaACP[c],alathr[c],amet[c],uacgam[c],dha[c],gbbtn[c],5mhexACP[c],2ahhmd[c],glygln[c]
521,cdpdtdec7eg[c],aicar[c],dcyt[c],phyQ[c],uaccg[c],pgp161[c],14mpalmACP[c],10m3hundecACP[c],4c2me[c],2ahbut[c]
522,1agpe140[c],2mpropACP[c],alagly[c],tddec2eACP[c],4mop[c],pg161[c],4hthr[c],cro4[c],gmhep17bp[c],hethmpp[c]
