,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
171,dtmp[c],5forthf[c],skm5p[c],4mop[c],myrsACP[c],mana[c],uamr[c],prbatp[c],toct2eACP[c],copre5[c]
172,4hba[c],datp[c],2maacoa[c],prbatp[c],3pg[c],applp[c],cdpdtdec7eg[c],fdp[c],itdcoa[c],acald[c]
173,fe3[c],uri[c],gar[c],fdp[c],glyc45tca[c],frdp[c],acmanap[c],his_L[c],12daihdglyc[c],uamr[c]
174,2dmmq8[c],amet[c],btcoa[c],val_L[c],prbatp[c],ggdp[c],acglu[c],alahis[c],glytyr[c],fadh2[c]
175,palmtcaacgam[c],pppi[c],fdxox[c],his_L[c],fdp[c],3ohcoa[c],orot[c],copre5[c],3ooctACP[c],acglu[c]
176,6a2ohxnt[c],13dpg[c],34hpp[c],alahis[c],his_L[c],fru[c],mal_L[c],acald[c],5prdmbz[c],orot[c]
177,uppg3[c],hdcea[c],6m3oheptACP[c],citr_L[c],alahis[c],datp[c],8aonn[c],uamr[c],HC01651[c],mal_L[c]
178,cpppg3[c],10m3hundecACP[c],trp_L[c],cbp[c],citr_L[c],ddca[c],7mtoct2eACP[c],cdpdtdec7eg[c],chtbs[c],8aonn[c]
179,clpn160[c],achms[c],asn_L[c],hxcoa[c],cbp[c],pro_L[c],3hoctACP[c],fadh2[c],datp[c],7mtoct2eACP[c]
180,pg160[c],met_L[c],2dda7p[c],uamr[c],hxcoa[c],dscl[c],toct2eACP[c],acglu[c],thr_L[c],3hoctACP[c]
181,HC01376[c],alaglu[c],dudp[c],acglu[c],copre5[c],copre2[c],itdcoa[c],orot[c],2aobut[c],toct2eACP[c]
182,ivcoa[c],9m3hdcaACP[c],peptmetox_L[c],orot[c],acald[c],amet[c],glytyr[c],mal_L[c],argsuc[c],itdcoa[c]
183,grdp[c],9mtdec2eACP[c],ala_D[c],7mtoct2eACP[c],uamr[c],cbi[c],3ooctACP[c],8aonn[c],air[c],12daihdglyc[c]
184,xtsn[c],prpp[c],3pg[c],3hoctACP[c],cdpdtdec7eg[c],pppi[c],HC01651[c],7mtoct2eACP[c],10m3oundecACP[c],glytyr[c]
185,f6p[c],5mthf[c],dnarep[c],toct2eACP[c],acglu[c],3ohdcoa[c],chtbs[c],3hoctACP[c],for[c],3ooctACP[c]
186,glyb[c],h2mb4p[c],e4p[c],12daihdglyc[c],orot[c],2ippm[c],datp[c],toct2eACP[c],14m3opalmACP[c],5prdmbz[c]
187,4ppan[c],xmp[c],k[c],glytyr[c],7mtoct2eACP[c],13dpg[c],pgai15[c],itdcoa[c],e4p[c],HC01651[c]
188,succ[c],glyasn[c],12m3omyrsACP[c],1tdecg3p[c],3hoctACP[c],hdcea[c],thr_L[c],12daihdglyc[c],9m3hdcaACP[c],chtbs[c]
189,accoa[c],4mop[c],dutp[c],3ooctACP[c],toct2eACP[c],10m3hundecACP[c],2aobut[c],glytyr[c],fum[c],datp[c]
190,3c3hmp[c],phe_L[c],8m3hnonACP[c],5prdmbz[c],itdcoa[c],trp_L[c],citr_L[c],3ooctACP[c],3hoctaACP[c],thr_L[c]
191,uaagmda[c],6mocACP[c],g3pc[c],datp[c],glytyr[c],2agpg140[c],argsuc[c],5prdmbz[c],toctd2eACP[c],2aobut[c]
192,uaagtmda[c],PGP[c],pydam[c],1agpe141[c],glycogen[c],ttdca[c],air[c],HC01651[c],12ditdglyc[c],argsuc[c]
193,gtp[c],xan[c],pyam5p[c],g3pe[c],1tdecg3p[c],alaglu[c],so3[c],chtbs[c],lys_L[c],air[c]
194,glygln[c],xtsn[c],10fthf[c],mn2[c],3ooctACP[c],9m3hdcaACP[c],10m3oundecACP[c],datp[c],4mtpent2eACP[c],10m3oundecACP[c]
195,dextrin[c],akg[c],mal_L[c],pgai15[c],5prdmbz[c],9mtdec2eACP[c],for[c],pgai15[c],14mpentdecACP[c],for[c]
196,ac[c],ppcoa[c],actp[c],1hdec9eg3p[c],HC01651[c],glyc_R[c],14m3opalmACP[c],g1p_B[c],ai15tca1[c],14m3opalmACP[c]
197,pg140[c],phpyr[c],cbp[c],hdcea[c],chtbs[c],prpp[c],galur[c],thr_L[c],adhlam[c],galur[c]
198,clpn140[c],utp[c],cbasp[c],ala_D[c],datp[c],h2mb4p[c],e4p[c],2aobut[c],lpam[c],e4p[c]
199,ile_L[c],fol[c],paai17[c],argsuc[c],1agpe141[c],glyasn[c],9m3hdcaACP[c],citr_L[c],fdxrd[c],9m3hdcaACP[c]
200,q8[c],5aizc[c],cdpdaihpdecg[c],air[c],g3pe[c],xmp[c],i15tca1[c],argsuc[c],gagicolipa[c],i15tca1[c]
201,fc1p[c],gmhep17bp[c],ser_L[c],sttcaala_D[c],thr_L[c],4mop[c],i15tcaglc[c],air[c],2p4c2me[c],i15tcaglc[c]
202,HC01435[c],pg180[c],3haACP[c],10m3oundecACP[c],2aobut[c],1agpe120[c],fum[c],10m3oundecACP[c],cmp[c],fum[c]
203,ugmda[c],cobalt2[c],tma[c],for[c],1hdec9eg3p[c],g3pe[c],3hoctaACP[c],for[c],pydx5p[c],3hoctaACP[c]
204,6pgl[c],skm5p[c],2hdecg3p[c],m12dahglyc[c],hdcea[c],6mocACP[c],toctd2eACP[c],prl45tca[c],9mdcaACP[c],toctd2eACP[c]
205,fmn[c],9mdcaACP[c],ppa[c],14m3opalmACP[c],argsuc[c],PGP[c],lys_L[c],14m3opalmACP[c],gua[c],12ditdglyc[c]
206,ppcoa[c],gar[c],2agpe180[c],i17tcaala_D[c],air[c],xan[c],4mtpent2eACP[c],galur[c],dgsn[c],lys_L[c]
207,gsn[c],u3hga[c],oxa[c],e4p[c],10m3oundecACP[c],xtsn[c],14mpentdecACP[c],e4p[c],cobya[c],4mtpent2eACP[c]
208,sttca1[c],ipdcoa[c],glyc[c],9m3hdcaACP[c],for[c],HC01668[c],ai15tca1[c],9m3hdcaACP[c],dtdpglu[c],14mpentdecACP[c]
209,sttcaacgam[c],6m3oheptACP[c],pep[c],fum[c],14m3opalmACP[c],phe_L[c],adhlam[c],fum[c],lcts[c],ai15tca1[c]
210,thm[c],clpnai15[c],malt6p[c],3hoctaACP[c],e4p[c],phpyr[c],lpam[c],3hoctaACP[c],gal[c],adhlam[c]
211,cdpdodec11eg[c],pgai15[c],uGgla[c],toctd2eACP[c],9m3hdcaACP[c],codhpre6[c],fdxrd[c],toctd2eACP[c],meoh[c],lpam[c]
212,cdp[c],sql[c],3hhdcoa[c],12ditdglyc[c],fum[c],copre6[c],gagicolipa[c],12ditdglyc[c],3hddecACP[c],fdxrd[c]
213,ai15tcaacgam[c],trp_L[c],dcamp[c],lys_L[c],3hoctaACP[c],2dmmql8[c],2p4c2me[c],lys_L[c],glycogen[c],gagicolipa[c]
214,mqn8[c],thmpp[c],glu5p[c],14mpentdecACP[c],toctd2eACP[c],dms[c],pydx5p[c],4mtpent2eACP[c],6m3hocACP[c],2p4c2me[c]
215,alathr[c],for[c],dxyl5p[c],ihdcoa[c],lys_L[c],utp[c],9mdcaACP[c],14mpentdecACP[c],cobalt2[c],cmp[c]
216,thr_L[c],asn_L[c],4ampm[c],2dmmq8[c],14mpentdecACP[c],ppcoa[c],xylu_L[c],ai15tca1[c],hdcea[c],pydx5p[c]
217,3mob[c],dudp[c],ppap[c],adhlam[c],adhlam[c],g6p_B[c],gua[c],adhlam[c],6mtoct2eACP[c],9mdcaACP[c]
218,duri[c],peptmetox_L[c],3hbcoa_R[c],lpam[c],lpam[c],5aizc[c],dgsn[c],lpam[c],6mocACP[c],scl[c]
219,HC01609[c],ala_D[c],3hbcoa[c],fdxrd[c],fdxrd[c],gmhep17bp[c],udpacgal[c],fdxrd[c],10mddcaACP[c],copre2[c]
220,paai15[c],ohpb[c],ribflv[c],ddcacoa[c],ddcacoa[c],arg_L[c],teich_45_BS[c],gagicolipa[c],2s5epchc[c],gua[c]
221,aihpdcoa[c],phthr[c],dscl[c],3otdcoa[c],3otdcoa[c],skm5p[c],dtdpglu[c],2p4c2me[c],dhna[c],dgsn[c]
222,fa12[c],3pg[c],myrsACP[c],2p4c2me[c],2p4c2me[c],2maacoa[c],lcts[c],pydx5p[c],2dmmql8[c],xylu_L[c]
223,alagly[c],dnarep[c],ACP[c],pydx5p[c],9mdcaACP[c],gar[c],gal[c],9mdcaACP[c],pe180[c],cobya[c]
224,fprica[c],4abz[c],proteinsynth[c],9mdcaACP[c],3oocoa[c],u3hga[c],meoh[c],scl[c],btn[c],dtdpglu[c]
225,o2[c],dhpt[c],gmp[c],3oocoa[c],scl[c],ipdcoa[c],3hddecACP[c],copre2[c],5aprbu[c],lcts[c]
226,1ipdecg3p[c],rib_D[c],metsox_S_L[c],gua[c],copre2[c],34hpp[c],glycogen[c],gua[c],8mdcaACP[c],gal[c]
227,2mbcoa[c],e4p[c],3hhexACP[c],dgsn[c],gua[c],6m3oheptACP[c],6m3hocACP[c],dgsn[c],chor[c],meoh[c]
228,amopbut_L[c],k[c],orot5p[c],lcts[c],dgsn[c],hisp[c],cobalt2[c],xylu_L[c],4adcho[c],3hddecACP[c]
229,3a2opp[c],12m3omyrsACP[c],trdrd[c],gal[c],cobya[c],imacp[c],hdcea[c],udpacgal[c],dtmp[c],glycogen[c]
230,ficytC[c],8m3hnonACP[c],dctp[c],n6all26d[c],dtdpglu[c],for[c],cyst_L[c],teich_45_BS[c],4hba[c],6m3hocACP[c]
231,2dr5p[c],3mbutACP[c],lac_L[c],4abutn[c],lcts[c],uaaAgtla[c],6mtoct2eACP[c],cobya[c],fe3[c],cobalt2[c]
232,acald[c],spmd[c],pai17[c],3hddecACP[c],gal[c],asn_L[c],6mocACP[c],dtdpglu[c],2dmmq8[c],hdcea[c]
233,r1p[c],13m3omyrsACP[c],cdpdihpdecg[c],6m3hocACP[c],diglcpgai15[c],2dda7p[c],10mddcaACP[c],lcts[c],dxyl5p[c],6mtoct2eACP[c]
234,mn2[c],mal_L[c],met_L[c],cobalt2[c],n6all26d[c],dudp[c],2s5epchc[c],gal[c],pdx5p[c],6mocACP[c]
235,2agpg161[c],5mhexACP[c],metala[c],6mtoct2eACP[c],4abutn[c],ala_D[c],dhna[c],meoh[c],2mahmp[c],10mddcaACP[c]
236,26dap_M[c],cbp[c],thr_L[c],6mocACP[c],3hddecACP[c],ohpb[c],2dmmql8[c],3hddecACP[c],thmmp[c],2s5epchc[c]
237,6pgc[c],cbasp[c],2agpg180[c],10mddcaACP[c],6m3hocACP[c],phthr[c],pe180[c],glycogen[c],palmtcaacgam[c],dhna[c]
238,alagln[c],u23ga[c],3hddcoa[c],dhna[c],cobalt2[c],3pg[c],btn[c],6m3hocACP[c],btoh[c],2dmmql8[c]
239,lipoate[c],udp[c],pa120[c],2dmmql8[c],2s5epchc[c],dnarep[c],5aprbu[c],cobalt2[c],3omrsACP[c],pe180[c]
240,pheme[c],paai17[c],cdpdddecg[c],pe180[c],pe180[c],e4p[c],8mdcaACP[c],hdcea[c],psi17[c],btn[c]
241,palmtca1[c],cdpdaihpdecg[c],taur[c],btn[c],btn[c],k[c],chor[c],6mtoct2eACP[c],6a2ohxnt[c],5aprbu[c]
242,pgai17[c],pant_R[c],abt[c],8mdcaACP[c],5aprbu[c],nicrns[c],4adcho[c],6mocACP[c],clpn160[c],8mdcaACP[c]
243,clpnai17[c],ppa[c],uacgam[c],sttca1[c],arbt6p[c],12m3omyrsACP[c],pgp120[c],10mddcaACP[c],pg160[c],chor[c]
244,cdpdaipdecg[c],kdolipid4[c],uaagmda[c],fol[c],8mdcaACP[c],dutp[c],pg120[c],com[c],mantr[c],4adcho[c]
245,ala_L[c],11mddcaACP[c],acser[c],pgp120[c],6pgg[c],8m3hnonACP[c],dtmp[c],dhmphze[c],grdp[c],dtmp[c]
246,pgi17[c],glyc[c],8m3ononACP[c],pg120[c],diglcpg180[c],g3pc[c],4hba[c],dhna[c],xtsn[c],4hba[c]
247,i15tcaacgam[c],glyald[c],3php[c],2agpe160[c],sttca1[c],pydam[c],fe3[c],2dmmql8[c],f6p[c],fe3[c]
248,3c4mop[c],uGgla[c],rnatrans[c],hdca[c],chor[c],pyam5p[c],2dmmq8[c],pe180[c],4ppan[c],2dmmq8[c]
249,34hpp[c],accoa[c],urea[c],4hba[c],4adcho[c],3mbutACP[c],dxyl5p[c],btn[c],succ[c],dxyl5p[c]
250,fgam[c],2ohph[c],g6p[c],fe3[c],2agpe160[c],13m3omyrsACP[c],pdx5p[c],5aprbu[c],3c3hmp[c],pdx5p[c]
251,myrstcaacgam[c],r1p[c],1pyr5c[c],3hmbcoa[c],hdca[c],10fthf[c],2mahmp[c],8mdcaACP[c],hg2[c],2mahmp[c]
252,cbmt[c],4m3hhexACP[c],acald[c],2mahmp[c],dtmp[c],5mhexACP[c],thmmp[c],chor[c],12dixdglyc[c],thmmp[c]
253,thmpp[c],dcamp[c],clpnai17[c],thmmp[c],4hba[c],mal_L[c],3omrsACP[c],4adcho[c],gtp[c],palmtcaacgam[c]
254,rmn[c],ocdcea[c],pgai17[c],btoh[c],fe3[c],u23ga[c],no2[c],pgp120[c],3odecACP[c],btoh[c]
255,rml[c],clpnai17[c],pydx5p[c],ddcaACP[c],3hmbcoa[c],udp[c],psi17[c],pg120[c],ocdca[c],3omrsACP[c]
256,h2mb4p[c],thr_L[c],pa161[c],3omrsACP[c],2mahmp[c],paai17[c],6a2ohxnt[c],dtmp[c],dad_2[c],btn_co2[c]
257,pa140[c],dxyl5p[c],udcpdp[c],psi17[c],thmmp[c],cdpdaihpdecg[c],uppg3[c],4hba[c],ibcoa[c],psi17[c]
258,cdpdtdecg[c],nac[c],5mthf[c],clpn160[c],btoh[c],actp[c],clpn160[c],fe3[c],2mpropACP[c],6a2ohxnt[c]
259,4pasp[c],ppap[c],ca2[c],pg160[c],ddcaACP[c],2hdecg3p[c],pg160[c],2dmmq8[c],dha[c],uppg3[c]
260,pgpai17[c],dad_2[c],6a2ohxnt[c],grdp[c],3omrsACP[c],tagur[c],mantr[c],dxyl5p[c],ac[c],clpn160[c]
261,ipdp[c],ribflv[c],1pipdn2c[c],glyb[c],psi17[c],altrn[c],grdp[c],pdx5p[c],3opACPm[c],pg160[c]
262,frdp[c],myrsACP[c],3hoctaACP[c],4ppan[c],6a2ohxnt[c],2agpe180[c],xtsn[c],2mahmp[c],gACPm[c],mantr[c]
263,alaala[c],but2eACP[c],3ooctdACP[c],tag6p_D[c],clpn160[c],kdolipid4[c],f6p[c],thmmp[c],ckdo[c],grdp[c]
264,arg_L[c],butACP[c],achms[c],succ[c],pg160[c],glyc[c],glyb[c],palmtcaacgam[c],pg140[c],xtsn[c]
265,ins[c],proteinsynth[c],orn[c],uaagmda[c],mantr[c],glyald[c],4ppan[c],btoh[c],clpn140[c],f6p[c]
266,malt[c],gmp[c],mlthf[c],uaagtmda[c],grdp[c],24dhhed[c],k[c],3omrsACP[c],ile_L[c],glyb[c]
267,glc_D[c],metsox_S_L[c],dhf[c],3c3hmp[c],xtsn[c],sucsal[c],ctbt[c],no2[c],2mbutACP[c],4ppan[c]
268,fe2[c],gmhep1p[c],mnl1p[c],hg2[c],glyb[c],uGgla[c],3c3hmp[c],psi17[c],2mbcoa[c],k[c]
269,adocbl[c],3hhexACP[c],indole[c],12dixdglyc[c],4ppan[c],3hhdcoa[c],uaagmda[c],6a2ohxnt[c],eig3p[c],4hpro_LT[c]
270,dpcoa[c],cdpdodecg[c],pgp140[c],3odecACP[c],k[c],dad_2[c],uaagtmda[c],clpn160[c],imacp[c],ctbt[c]
271,rhcys[c],ps180[c],xmp[c],3mop[c],bhb[c],copre3[c],hg2[c],pg160[c],fc1p[c],succ[c]
272,ahcys[c],btcoa[c],duri[c],2mbcoa[c],tag6p_D[c],ahcys[c],gtp[c],mantr[c],ugmda[c],3c3hmp[c]
273,dmpp[c],orot5p[c],9m3odcaACP[c],ibcoa[c],3c3hmp[c],4m3hhexACP[c],3odecACP[c],grdp[c],gmhep1p[c],uaagmda[c]
274,10fthf5glu[c],dctp[c],9m3hdcaACP[c],2mpropACP[c],uaagmda[c],dcamp[c],ocdca[c],xtsn[c],fmn[c],uaagtmda[c]
275,glu5p[c],pnto_R[c],pai16[c],dha[c],uaagtmda[c],glu5p[c],dad_2[c],f6p[c],gsn[c],hg2[c]
276,sl26da[c],pai17[c],1aihpdecg3p[c],2omhmbl[c],hg2[c],dxyl5p[c],ibcoa[c],4ppan[c],ppcoa[c],12dixdglyc[c]
277,ser_L[c],cdpdihpdecg[c],glutrna[c],pg140[c],gtp[c],thr_L[c],2mpropACP[c],succ[c],sttca1[c],gtp[c]
278,abt[c],adphep_DD[c],pgpi17[c],clpn140[c],3odecACP[c],ppap[c],dha[c],3c3hmp[c],sttcaacgam[c],3odecACP[c]
279,gam6p[c],adphep_LD[c],25aics[c],ile_L[c],glygln[c],3hbcoa_R[c],ac[c],uaagmda[c],cdpdodec11eg[c],ocdca[c]
280,gam1p[c],metala[c],1agpe180[c],2ommbl[c],dad_2[c],3hbcoa[c],3opACPm[c],uaagtmda[c],ai15tcaacgam[c],dad_2[c]
281,actp[c],colipa[c],etoh[c],2mbutACP[c],ibcoa[c],ribflv[c],tagdp_D[c],hg2[c],gmhep7p[c],ibcoa[c]
282,Largn[c],pa120[c],gtp[c],eig3p[c],2mpropACP[c],myrsACP[c],gACPm[c],12dixdglyc[c],co2dam[c],2mpropACP[c]
283,lgt_S[c],cdpdddecg[c],imp[c],imacp[c],tagdp_D[c],galur[c],ckdo[c],gtp[c],q8[c],dha[c]
284,lac_L[c],uacgam[c],ihpdcoa[c],pgi16[c],pg140[c],cbp[c],pg140[c],3odecACP[c],alathr[c],ac[c]
285,gmp[c],uaagmda[c],hco3[c],octeACP[c],clpn140[c],proteinsynth[c],clpn140[c],ocdca[c],3mob[c],3opACPm[c]
286,glyasp[c],acser[c],udpglcur[c],1odec11eg3p[c],ile_L[c],gmp[c],ile_L[c],dad_2[c],mqn8[c],gACPm[c]
287,glyc45tcaglc[c],8m3ononACP[c],pan4p[c],ugmda[c],2mbutACP[c],gmhep1p[c],2mbutACP[c],ibcoa[c],duri[c],ckdo[c]
288,pser_L[c],3php[c],b2coa[c],fmn[c],2mbcoa[c],3hhexACP[c],2mbcoa[c],2mpropACP[c],prlp[c],pg140[c]
289,acgam6p[c],rnatrans[c],2me4p[c],ppcoa[c],eig3p[c],madg[c],eig3p[c],dha[c],paai15[c],clpn140[c]
290,26dap_LL[c],urea[c],thf[c],sttcaacgam[c],imacp[c],chols[c],imacp[c],ac[c],pydam[c],glyclt[c]
291,fa3[c],g6p[c],cdpdhdec9eg[c],cdpdodec11eg[c],octeACP[c],chol[c],pgi16[c],3opACPm[c],aihpdcoa[c],ile_L[c]
292,s7p[c],1pyr5c[c],g1p[c],alathr[c],1odec11eg3p[c],dctp[c],fc1p[c],tagdp_D[c],fa12[c],2mbutACP[c]
293,odecoa[c],pgai17[c],adpglc[c],thr_L[c],ugmda[c],pnto_R[c],ugmda[c],gACPm[c],alagly[c],2mbcoa[c]
294,cbasp[c],pydx5p[c],man[c],3mob[c],fmn[c],lac_L[c],6pgl[c],ckdo[c],10mundecACP[c],eig3p[c]
295,udcpdp[c],12mmyrsACP[c],12m3hmyrsACP[c],prlp[c],ppcoa[c],pai17[c],gmhep1p[c],pg140[c],fprica[c],imacp[c]
296,pgpi17[c],pa161[c],pg140[c],paai15[c],gsn[c],cdpdihpdecg[c],fmn[c],clpn140[c],o2[c],ugmda[c]
297,ddca[c],udcpdp[c],3hoctACP[c],pydam[c],cdpdodec11eg[c],adphep_DD[c],gsn[c],glyclt[c],ocdcea[c],6pgl[c]
298,aicar[c],10mtddec2eACP[c],15m3opalmACP[c],alagly[c],cdp[c],adphep_LD[c],ppcoa[c],ile_L[c],1ipdecg3p[c],gmhep1p[c]
299,sucbz[c],h2o2[c],1agpe161[c],ptrc[c],cpppg3[c],met_L[c],cdpdodec11eg[c],2mbutACP[c],amopbut_L[c],fmn[c]
300,udpglcur[c],ca2[c],dcdp[c],fprica[c],co2dam[c],metala[c],gmhep7p[c],2mbcoa[c],3a2opp[c],gsn[c]
301,cbl2[c],3hoctaACP[c],uaccg[c],1ipdecg3p[c],alathr[c],4h2oglt[c],mqn8[c],eig3p[c],uacmam[c],ppcoa[c]
302,tdcoa[c],3ooctdACP[c],uamr[c],mqn7[c],3mob[c],orn[c],q8[c],imacp[c],12dgr140[c],sttca1[c]
303,i14tcaacgam[c],mlthf[c],din[c],2dmmq7[c],duri[c],2agpg180[c],alathr[c],pgi16[c],2dr5p[c],sttcaacgam[c]
304,lald_L[c],indole[c],2dr1p[c],i17tca1[c],prlp[c],colipa[c],3mob[c],fc1p[c],acald[c],cdp[c]
305,aspsa[c],duri[c],15m3hpalmACP[c],uacmam[c],paai15[c],3hddcoa[c],duri[c],ugmda[c],acmalt[c],ai15tcaacgam[c]
306,hom_L[c],phhlipa[c],11m3hddcaACP[c],3hddcoa[c],val_L[c],pa120[c],prlp[c],6pgl[c],r1p[c],gmhep7p[c]
307,C11821[c],lpro[c],11m3oddcaACP[c],ficytC[c],glc_D[c],cdpdddecg[c],paai15[c],gmhep1p[c],mn2[c],co2dam[c]
308,glyasn[c],hphhlipa[c],cbmt[c],12dgr140[c],aihpdcoa[c],abt[c],val_L[c],fmn[c],8m3hdcaACP[c],q8[c]
309,pep[c],9m3odcaACP[c],2ddecg3p[c],2dr5p[c],fa12[c],ru5p_D[c],aihpdcoa[c],gsn[c],8mtdec2eACP[c],alathr[c]
310,suc6p[c],1aihpdecg3p[c],1agpg181[c],acald[c],alagly[c],uacgam[c],fa12[c],ppcoa[c],14m3opentdecACP[c],3mob[c]
311,i16tca1[c],pgpi17[c],mso3[c],acmalt[c],fprica[c],uaagmda[c],alagly[c],sttca1[c],palmtca1[c],mqn8[c]
312,2ippm[c],25aics[c],adn[c],xtsn[c],1ipdecg3p[c],acser[c],acgal6p[c],sttcaacgam[c],pgai17[c],duri[c]
313,3c2hmp[c],2aobut[c],isetac[c],r1p[c],amopbut_L[c],eig3p[c],10mundecACP[c],cdpdodec11eg[c],clpnai17[c],prlp[c]
314,pgp181[c],etoh[c],ethso3[c],m12dihglyc[c],3a2opp[c],8m3ononACP[c],fprica[c],cdp[c],glyclt[c],paai15[c]
315,h2o2[c],gtp[c],tag6p_D[c],2agpg161[c],3hddcoa[c],alltn[c],o2[c],ai15tcaacgam[c],cdpdaipdecg[c],aihpdcoa[c]
316,ocdca[c],imp[c],gal[c],tcam[c],ficytC[c],3php[c],1ipdecg3p[c],gmhep7p[c],alagln[c],fa12[c]
317,ibcoa[c],ihpdcoa[c],cdpdodecg[c],26dap_M[c],2dr5p[c],rnatrans[c],amopbut_L[c],mqn8[c],glyc3p[c],alagly[c]
318,2mp2coa[c],gsn[c],3odcoa[c],8m3hdcaACP[c],r1p[c],apoC_Lys_btn[c],3a2opp[c],co2dam[c],1tdecg3p[c],10mundecACP[c]
319,i14tca1[c],cmp[c],occoa[c],8mtdec2eACP[c],mn2[c],g6p[c],ficytC[c],q8[c],glyc_R[c],imp[c]
320,met_D[c],hco3[c],pa141[c],14m3opentdecACP[c],2agpg161[c],acgam[c],2dr5p[c],alathr[c],2h3oppan[c],fprica[c]
321,1ihdecg3p[c],udpglcur[c],cdpdtdec7eg[c],ura[c],pre4[c],1pyr5c[c],acald[c],3mob[c],amob[c],o2[c]
322,palmACP[c],pan4p[c],argsuc[c],uri[c],pre5[c],histd[c],acmalt[c],duri[c],pgi17[c],1ipdecg3p[c]
323,pa161[c],2me4p[c],3odecACP[c],lipoate[c],26dap_M[c],pai15[c],r1p[c],prlp[c],i15tcaacgam[c],amopbut_L[c]
324,cdpdhdec9eg[c],12m3hmyrsACP[c],glymet[c],pgai17[c],8m3hdcaACP[c],3c2hmp[c],mn2[c],paai15[c],3c4mop[c],3a2opp[c]
325,prl45tcaala[c],3hoctACP[c],2oph[c],cdpdaipdecg[c],8mtdec2eACP[c],acald[c],26dap_M[c],aihpdcoa[c],acon_C[c],uacmam[c]
326,glyc45tcaala_D[c],15m3opalmACP[c],1agpe140[c],alagln[c],14m3opentdecACP[c],clpnai17[c],6pgc[c],fa12[c],cit[c],ficytC[c]
327,mbdg[c],dcdp[c],gsn[c],ala_L[c],ura[c],pgai17[c],8m3hdcaACP[c],alagly[c],pai14[c],12dgr140[c]
328,gal1p[c],maltttr[c],spmd[c],3c4mop[c],uri[c],12mmyrsACP[c],8mtdec2eACP[c],acgal6p[c],histl_L[c],2dr5p[c]
329,hco3[c],uaccg[c],agm[c],acon_C[c],alagln[c],pa161[c],14m3opentdecACP[c],10mundecACP[c],2mmal[c],acmalt[c]
330,acser[c],uamr[c],csn[c],cit[c],lipoate[c],udcpdp[c],lipoate[c],fprica[c],fgam[c],r1p[c]
331,so3[c],din[c],peptmet_L[c],pai14[c],pgai17[c],5mthf[c],pheme[c],o2[c],myrstcaacgam[c],mn2[c]
332,ai17tca1[c],2dr1p[c],aipdcoa[c],histl_L[c],clpnai17[c],ca2[c],pgai17[c],1ipdecg3p[c],cbmt[c],pre4[c]
333,acmana[c],15m3hpalmACP[c],6m3hheptACP[c],pgp141[c],glyclt[c],6a2ohxnt[c],clpnai17[c],amopbut_L[c],2ddglcn[c],pre5[c]
334,acgam[c],11m3hddcaACP[c],7m3hocACP[c],34hpp[c],cdpdaipdecg[c],1pipdn2c[c],glyclt[c],3a2opp[c],2ddg6p[c],26dap_M[c]
335,r5p[c],11m3oddcaACP[c],7m3oocACP[c],fgam[c],copre4[c],3hoctaACP[c],cdpdaipdecg[c],ficytC[c],pydx[c],6pgc[c]
336,ribflv[c],actp[c],ugmda[c],pydx[c],glyc_R[c],3ooctdACP[c],alagln[c],12dgr140[c],melib[c],8m3hdcaACP[c]
337,i15tca1[c],ppgpp[c],uagmda[c],h2mb4p[c],2h3oppan[c],achms[c],glyc_R[c],2dr5p[c],23ccmp[c],8mtdec2eACP[c]
338,ura[c],tag6p_D[c],3dhq[c],cdpdtdecg[c],pgi17[c],citr_L[c],2h3oppan[c],acmalt[c],3cmp[c],14m3opentdecACP[c]
339,lac_D[c],com[c],alltn_R[c],4pasp[c],3c4mop[c],mlthf[c],amob[c],r1p[c],thmpp[c],lipoate[c]
340,cdpdodecg[c],5mthex2eACP[c],glypro[c],pgpai17[c],histl_L[c],dhf[c],glyc[c],mn2[c],h2mb4p[c],pheme[c]
341,dudp[c],pa141[c],ipdp[c],tartr_L[c],fgam[c],indole[c],3c4mop[c],26dap_M[c],cdpdtdecg[c],palmtca1[c]
342,phom[c],cdpdtdec7eg[c],aacald[c],udpacgal[c],cbmt[c],12daipdglyc[c],acon_C[c],6pgc[c],4pasp[c],pgai17[c]
343,gdp[c],cdpdipdecg[c],pgp160[c],8mnonACP[c],2ddglcn[c],pgp140[c],cit[c],8m3hdcaACP[c],8mnonACP[c],clpnai17[c]
344,gdpmann[c],isocapr[c],4m3hhexACP[c],salc6p[c],2ddg6p[c],phhlipa[c],histl_L[c],8mtdec2eACP[c],stys[c],apoC_Lys_btn[c]
345,hmbil[c],agm[c],8m3hdcaACP[c],g6p[c],pydx[c],9m3odcaACP[c],pgp141[c],14m3opentdecACP[c],ipdp[c],alagln[c]
346,xmp[c],peptmet_L[c],sbt6p[c],ipdp[c],codhpre6[c],hphhlipa[c],2mmal[c],lipoate[c],frdp[c],copre4[c]
