,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
Actinomyces_odontolyticus_ATCC_17982,0.0,0.030612244897959183,0.09183673469387756,0.05102040816326531,0.11224489795918367,0.09183673469387756,0.12244897959183673,0.10204081632653061,0.10204081632653061,0.1326530612244898
Alistipes_putredinis_DSM_17216,0.06060606060606061,0.0,0.09090909090909091,0.030303030303030304,0.10101010101010101,0.0707070707070707,0.1414141414141414,0.030303030303030304,0.04040404040404041,0.08080808080808081
Anaerococcus_hydrogenalis_DSM_7454,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,0.1323529411764706,0.04411764705882353,0.04411764705882353,0.014705882352941176,0.014705882352941176,0.04411764705882353
Anaerofustis_stercorihominis_DSM_17244,0.06382978723404255,0.031914893617021274,0.09574468085106383,0.0,0.10638297872340426,0.10638297872340426,0.13829787234042554,0.05319148936170213,0.06382978723404255,0.11702127659574468
Anaerostipes_caccae_DSM_14662,0.029411764705882353,0.10294117647058823,0.058823529411764705,0.029411764705882353,0.0,0.029411764705882353,0.04411764705882353,0.014705882352941176,0.029411764705882353,0.04411764705882353
Anaerotruncus_colihominis_DSM_17241,0.041666666666666664,0.041666666666666664,0.05555555555555555,0.013888888888888888,0.027777777777777776,0.0,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.027777777777777776
Bacteroides_caccae_ATCC_43185,0.10256410256410256,0.07692307692307693,0.1282051282051282,0.038461538461538464,0.1282051282051282,0.07692307692307693,0.0,0.0,0.02564102564102564,0.01282051282051282
Bacteroides_cellulosilyticus_DSM_14838,0.06493506493506493,0.09090909090909091,0.11688311688311688,0.03896103896103896,0.09090909090909091,0.07792207792207792,0.03896103896103896,0.0,0.025974025974025976,0.025974025974025976
Bacteroides_coprophilus_DSM_18228,0.06451612903225806,0.08064516129032258,0.0967741935483871,0.03225806451612903,0.0967741935483871,0.04838709677419355,0.03225806451612903,0.0,0.0,0.03225806451612903
Bacteroides_dorei_DSM_17855,0.09230769230769231,0.07692307692307693,0.1076923076923077,0.046153846153846156,0.1076923076923077,0.09230769230769231,0.03076923076923077,0.0,0.03076923076923077,0.0
