,dcmp_c,dcyt_c,s17bp_c,dhap_c,raffin_e,raffin_c,cys_L_c,tsul_c,acgam_e,sucsal_c,ttdcea_c,diglcpgi15_c,34hpp_c,g3p_c,dadp_c,3hpalmACP_c,dgtp_c,fru_e,nicrnt_c,dnad_c,gal_e,tyr_L_c,4r5au_c,fad_c,adcobhex_c,adocbip_c,nmn_c,succ_c,acac_c,4m3ohexACP_c,agdpcbi_c,4abut_c,cdpdihdecg_c,pgpi16_c,salcn_e,dhor_S_c,q8h2_c,2dmmq8_c,glx_c,ptrc_c,dhlam_c,h2o_e,ocdcaACP_c,pa180_c,diglcpg160_c,dkdi_c,5dgclur_c,trdox_c,melib_c,melib_e,oaa_c,l2a6o_c,fa6_c,ihdcoa_c,glu5sa_c,acbdma14gapuc_c,applp_c,frdp_c,ggdp_c,3ohcoa_c,dtdp_c,pro_L_c,cbi_c,pppi_c,trp_L_c,2agpg140_c,ttdca_c,glu_D_c,PGP_c,utp_c,xan_c,2ins_c,ps141_c,btcoa_c,fdxox_c,thf_c,2dda7p_c,diglcpgai17_c,ai17tca1_c,4abz_c,dhpt_c,2dhp_c,nicrns_c,pant_R_c,2hdecg3p_c,leu_L_c,oxa_c,glyc_c,glyald_c,10fthf_c,pep_c,malt6p_c,malcoa_c,4ampm_c,ppap_c,3hbcoa_R_c,3hbcoa_c,cdpdodecg_c,ps180_c,orot5p_c,dctp_c,pi_e,met_L_c,metala_c,4h2oglt_c,orn_c,2agpg180_c,g3pg_c,2mnptl_c,np2msucc_c,pa120_c,cdpdddecg_c,inost_c,amet_c,copre3_c,acgam_c,histd_c,ru5p_D_c,pydx5p_c,12mmyrsACP_c,mlthf_c,mnl1p_c,f6p_c,25aics_c,1agpe180_c,etoh_c,hxan_c,imp_c,pan4p_c,na1_e,15m3opalmACP_c,2ddecg3p_c,ppgpp_c,gdp_c,malt_e,1agpg181_c,adpglc_c,dgdp_c,ugmd_c,cdpdipdecg_c,ump_c,glypro_c,4m3hhexACP_c,4ppcys_c,ahdt_c,g1p_c,glc_bD_c,g6p_B_c,trdrd_c,myrsACP_c,3pg_c,glyc45tca_c,prbatp_c,fdp_c,his_L_c,alahis_c,citr_L_c,cbp_c,copre5_c,acald_c,uamr_c,cdpdtdec7eg_c,acglu_c,orot_c,strch2_e,itdcoa_c,glytyr_c,glycogen_c,1tdecg3p_c,5prdmbz_c,HC01651_c,mantr_e,chtbs_c,datp_c,1agpe141_c,g3pe_c,thr_L_c,2aobut_c,1hdec9eg3p_c,hdcea_c,argsuc_c,air_c,for_c,14m3opalmACP_c,e4p_c,fum_c,3hoctaACP_c,toctd2eACP_c,lys_L_c,14mpentdecACP_c,adhlam_c,lpam_c,fdxrd_c,2p4c2me_c,scl_c,copre2_c,gua_c,dgsn_c,cobya_c,dtdpglu_c,lcts_c,gal_c,diglcpgai15_c,n6all26d_c,4abutn_c,cobalt2_c,pe180_c,btn_c,5aprbu_c,arbt6p_c,cellb_e,6pgg_c,diglcpg180_c,sttca1_c,chor_c,4adcho_c,2agpe160_c,hdca_c,dtmp_c,4hba_c,3hmbcoa_c,core2_rl_e,2mahmp_c,thmmp_c,ddcaACP_c,3omrsACP_c,clpn160_c,pg160_c,mantr_c,grdp_c,xtsn_c,4ppan_c,tag6p_D_c,3c3hmp_c,uaagmda_c,uaagtmda_c,gtp_c,dad_2_c,ibcoa_c,2mpropACP_c,tagdp_D_c,pg140_c,clpn140_c,ile_L_c,2mbutACP_c,2mbcoa_c,eig3p_c,imacp_c,octeACP_c,1odec11eg3p_c,ugmda_c,fmn_c,ppcoa_c,gsn_c,cdpdodec11eg_c,cdp_c,cpppg3_c,thr_L_e,co2dam_c,alathr_c,3mob_c,duri_c,prlp_c,paai15_c,val_L_c,glc_D_c,fprica_c,1ipdecg3p_c,core6_e,4abut_e,ficytC_c,2dr5p_c,r1p_c,2agpg161_c,pre4_c,pre5_c,26dap_M_c,14m3opentdecACP_c,succ_e,ura_c,uri_c,pgai17_c,clpnai17_c,glyclt_c,cdpdaipdecg_c,copre4_c,glyc_R_c,2h3oppan_c,man_e,pgi17_c,3c4mop_c,histl_L_c,T_antigen_e,fgam_c,2ddglcn_c,2ddg6p_c,pydx_c,glc_D_e,codhpre6_c,copre8_c,thmpp_c,met_L_e,h2mb4p_c,pa140_c,cdpdtdecg_c,4pasp_c,tartr_L_c,salc6p_c,g6p_c,cala_c,stys_c,ipdp_c,alaala_c,pei16_c,arg_L_c,2mp2coa_c,3hibutcoa_c,ins_c,malt_c,gcald_c,4ahmmp_c,3ohdcoa_c,dhnpt_c,dpcoa_c,rhcys_c,ahcys_c,dmpp_c,b2coa_c,10fthf5glu_c,glu5p_c,o2s_c,o2_c,gam6p_c,gam1p_c,Largn_c,14m3hpalmACP_c,ipdcoa_c,lgt_S_c,pro_L_e,1odecg3p_c,gmp_c,glyc45tcaglc_c,pser_L_c,acgam6p_c,acmanap_c,26dap_LL_c,fa3_c,s7p_c,odecoa_c,cbasp_c,udcpdp_c,udp_c,ddca_c,56dura_c,aicar_c,tdcoa_c,h2o2_c,hom_L_c,aspsa_c,alaleu_e,pre3a_c,14m3hpentdecACP_c,suc6p_c,2ippm_c,3c2hmp_c,pgp181_c,ocdca_c,glycogenb_c,ps181_c,1ihdecg3p_c,palmACP_c,5thf_c,pa161_c,cdpdhdec9eg_c,prl45tcaala_c,glyc45tcaala_D_c,diglcpgi14_c,4m3hpentACP_c,gal1p_c,hco3_c,acser_c,so3_c,acorn_c,4mpetz_c,r5p_c,15m3hpalmACP_c,galt1p_c,ribflv_e,ribflv_c,sucr_e,acg5p_c,hexdp_c,hepdp_c,core2_e,lac_D_c,thm_c,gncore1_e,sbt_D_c,ai15tca1_c,dudp_c,dutp_c,phom_c,hmbil_c,stys_e,xmp_c,mthgxl_c,4hbutcoa_c,drib_c,f1p_c,dgmp_c,3btcoa_c,lac_L_c,glyphe_c,pphn_c,achms_c,adn_c,ppaca_c,glypro_e,pgai15_c,clpnai15_c,3mop_c,5fthf_c,appl_c,ala_B_c,2ohph_c,alac_S_c,dcdp_c,aacoa_c,phe_L_c,alahis_e,dcamp_c,diglcpgi16_c,dxyl5p_c,dscl_c,tdeACP_c,2obut_c,acg5sa_c,indpyr_c,1agpe160_c,5aizc_c,2ahbut_c,hethmpp_c,uacgam_c,uaccg_c,4mop_c,maltpt_c,thdp_c,prl45tcaglc_c,rdmbzi_c,his_L_e,ppa_c,methf_c,pa181_c,ocdcea_c,1ddecg3p_c,5aop_c,ppbng_c,cgly_e,cgly_c,2mb2coa_c,but_e,but_c,metala_e,cytd_c,13mmyrsACP_c,s_c,dad_5_c,psd5p_c,6hmhptpp_c,kesto_e,dhf_c,quln_c,udpg_c,uaaGgtla_c,prpp_c,pran_c,diglcpg140_c,2agpe161_c,udpgal_c,2ahhmd_c,4c2me_c,skm_c,diglcpgi17_c,i17tca1_c,db4p_c,2ameph_c,2cpr5p_c,gthrd_c,ptrc_e,3ooctdACP_c,2agpe120_c,aipdcoa_c,dump_c,actn_R_c,f1a_e,12mtridecACP_c,rnam_c,2maacoa_c,q8_c,pai15_c,cdpdhdecg_c,hcys_L_c,sT_antigen_e,2oph_c,fpram_c,mqn8_c,4m3opentACP_c,pre3b_c,ps140_c,cit_c,pgi16_c,sbt_D_e,sbt6p_c,acon_T_c,pgpi15_c,hqn_c,2mecdp_c,aconm_c,mql8_c,pgi14_c,clpni14_c,idp_c,14mtpalm2eACP_c,1agpe120_c,d5kg_c,dttp_c,srbL1p_c,stcoa_c,pnto_R_c,hdcoa_c,pei14_c,3psme_c,arbt_e,pe161_c,1tdec7eg3p_c,core5_e,acgal_e,agam1b3agal_e,2agpg120_c,23dhdp_c,gar_c,nac_c,nac_e,fald_c,ab6p3hxl_c,iasp_c,btn_e,4per_c,1itdecg3p_c,2agpe141_c,glyleu_c,glymet_e,glymet_c,fa4_c,1hdecg3p_c,ps120_c,hisp_c,din_c,2agpg181_c,3hmrsACP_c,pgi15_c,1agpg141_c,phpyr_c,ps161_c,2dr1p_c,fa1_c,dtdprmn_c,copre6_c,1pyr5c_c,glycys_c,3hhcoa_c,glu_L_e,na1_c,1agpg120_c,pgp180_c,tpalm2eACP_c,i16tca1_c,core8_e,Tn_antigen_e,5mta_c,ade_c,3opalmACP_c,pa160_c,strch1_e,udcpp_c,3dhsk_c,fru_c,3h3mop_c,23dhmp_c,rib_D_c,gncore2_rl_e,gncore1_rl_e,kestottr_e,i15tca1_c,cdpglyc_c,3hhdcoa_c,lac_D_e,psai15_c,apoC_Lys_btn_c,succoa_c,ala_D_c,prbamp_c,prfp_c,pa141_c,1agpe140_c,csn_c,adcobdam_c,f1a_rl_e,Naccitr_L_c,d5kgp_c,2agpg141_c,3php_c,xan_e,2dmmql8_c,xu5p_D_c,cdpditdecg_c,2pg_c,4mhetz_c,gal1b3acgal_e,xylu_D_c,pgp141_c,4hdxbutn_c,2hdec9eg3p_c,pgpai15_c,2agpe181_c,HC01652_c,HC01710_c,malthx_c,mnl_e,pai14_c,urate_c,tyr_L_e,alaleu_c,etha_c,itp_c,psi15_c,adocbi_c,2me4p_c,mal_L_c,peai15_c,33hmeoxobut_c,myrstca1_c,pgp161_c,5mthf_c,hxan_e,fmnh2_c,uaaGgla_c,1agpg161_c,glu1sa_c,2odec11eg3p_c,btn_co2_c,dmlz_c,o2_e,maltttr_c,ps160_c,pe160_c,thfglu_c,dmbzid_c,13dpg_c,h2s_c,acald_e,malttr_c,pendp_c,malthp_c,ru5p_L_c,xu5p_L_c,prl45tca_c,clpni16_c,2tdec7eg3p_c,2tdecg3p_c,etoh_e,dtdp4d6dm_c,acgam1p_c,2agpe140_c,dha_c,tmrs2eACP_c,trnaglu_c,man6p_c,1agpe181_c,agal1b3agal_e,uaGgla_c,agam1b6agal_e,sT_antigen_rl_e,lys_L_e,pram_c,4mtpent2eACP_c,palmtca1_c,3ig3p_c,gdptp_c,glyphe_e,cobalt2_e,2agpg160_c,25dhpp_c,sarcs_c,cbl1_c,pe140_c,pmtcoa_c,btamp_c,2hymeph_c,hx2coa_c,glytyr_e,pai16_c,dtbt_c,ncam_c,damp_c,sucr_c,cys_L_e,core4_rl_e,5mtr_c,uppg3_c,uama_c,kestopt_e,6hmhpt_c,skm5p_c,adocbl_c,co1dam_c,chtbs_e,core4_e,uamag_c,i14tca1_c,gcald_e,2odecg3p_c,2agpe180_c,focytC_c,15dap_c,hdeACP_c,thglu_c,anth_c,gal1a3acgal_e,udpacgal_c,5apru_c,pydx_e,pgpi14_c,pg180_c,phe_L_e,aact_c,1aipdecg3p_c,14mtpentdec2eACP_c,leu_L_e,clpn180_c,2ahhmp_c,clpni17_c,pe141_c,23dhmb_c,5mthglu_c,uGgla_c,glutrna_c,1agpe161_c,uagmda_c,3dhq_c,core3_e,e4hglu_c,psi16_c,agm_c,dtdp4d6dg_c,fol_c,glycys_e,man_c,1agpg160_c,pgp160_c,gncore2_e,indole_c,glyc_e,for_e,np2msucccoa_c,pgp120_c,acnam2a6agal_e,sTn_antigen_e,dhpmp_c,pei15_c,thymd_c,dhptd_c,msa_c,1agpg140_c,pe181_c,1agpg180_c,suchms_c,3ophb_c,hdd2coa_c,g1p_B_c,2pglyc_c,alathr_e,clpni15_c,pe120_c,galt_e,psi14_c,glyleu_e,thrp_c,4mthex2eACP_c,lac_L_e,pppg9_c,adprib_c,pgp140_c,udpgalfur_c,oxa_e,15mtpalm2eACP_c
dcmp_c,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dcyt_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
