,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
15,,13m3omyrsACP[c],,11m3oddcaACP[c],,cdpdodecg[c],dcaACP[c],4h2oglt[c],egACPm[c],clpni17[c]
16,,3odecACP[c],,10m3oddcaACP[c],,2agpe140[c],gcald[c],pgpi14[c],12m3htridecACP[c],3oddecACP[c]
17,,ocACP[c],,9mdcaACP[c],,cdpdihdecg[c],tdcoa[c],2dda7p[c],3opalmACP[c],clpn180[c]
18,,11mddcaACP[c],,8mdcaACP[c],,paai15[c],tdec2eACP[c],pgp140[c],3ooctdACP[c],clpnai15[c]
19,,10mddcaACP[c],,9mtdec2eACP[c],,paai17[c],3ogACPm[c],kdo2lipid4L[c],tdec2eACP[c],clpni15[c]
20,,11mtddec2eACP[c],,8mtdec2eACP[c],,pai17[c],ttdca[c],trnaglu[c],pgai15[c],tmrs2eACP[c]
21,,10mtddec2eACP[c],,9m3hdcaACP[c],,pa180[c],gcald[e],gACPm[c],pgi15[c],ahdt[c]
22,,toct2eACP[c],,8m3hdcaACP[c],,trnaglu[c],3hdecACP[c],glyclt[c],pg160[c],dcaACP[c]
23,,10m3hddcaACP[c],,9m3odcaACP[c],,pa140[c],malcoam[c],clpni17[c],13m3omyrsACP[c],tdcoa[c]
24,,11m3hddcaACP[c],,8m3odcaACP[c],,pai14[c],ttdca[e],3oddecACP[c],3hgACPm[c],egACPm[c]
25,,3hoctACP[c],,6mocACP[c],,pai16[c],3odecACP[c],clpn180[c],14m3opentdecACP[c],tdec2eACP[c]
26,,11m3oddcaACP[c],,7mocACP[c],,pai15[c],ocACP[c],pgpi17[c],4h2oglt[c],ttdca[c]
27,,10m3oddcaACP[c],,7mtoct2eACP[c],,pa160[c],toct2eACP[c],pgp180[c],fuc_L[e],3hgACPm[c]
28,,3ooctACP[c],,6mtoct2eACP[c],,1ihpdecg3p[c],3hoctACP[c],clpnai15[c],pgi17[c],3hdecACP[c]
29,,hexACP[c],,6m3hocACP[c],,aihpdcoa[c],3ooctACP[c],clpni15[c],pg140[c],ttdca[e]
30,,9mdcaACP[c],,7m3hocACP[c],,1hdecg3p[c],hexACP[c],e4hglu[c],15m3opalmACP[c],3ogACPm[c]
31,,8mdcaACP[c],,6m3oocACP[c],,1odecg3p[c],thex2eACP[c],tmrs2eACP[c],pgi14[c],malcoam[c]
32,,9mtdec2eACP[c],,7m3oocACP[c],,palmACP[c],3hhexACP[c],hspg_degr_12[e],glyclt[c],3odecACP[c]
33,,8mtdec2eACP[c],,4mhexACP[c],,ocdcaACP[c],3ohexACP[c],cdpdihpdecg[c],pg180[c],ocACP[c]
34,,thex2eACP[c],,5mhexACP[c],,1aihpdecg3p[c],butACP[c],2pglyc[c],pgi16[c],toct2eACP[c]
35,,3hhexACP[c],,4mthex2eACP[c],,itdcoa[c],but2eACP[c],cdpdtdecg[c],12m3omyrsACP[c],3hoctACP[c]
36,,9m3hdcaACP[c],,5mthex2eACP[c],,12dixdglyc[c],3haACP[c],cdpdipdecg[c],12m3otridecACP[c],3ooctACP[c]
37,,8m3hdcaACP[c],,5m3hhexACP[c],,1ihdecg3p[c],actACP[c],cdpdaihpdecg[c],14m3opalmACP[c],hexACP[c]
38,,9m3odcaACP[c],,4m3hhexACP[c],,12dipdglyc[c],acACP[c],dcaACP[c],pgai17[c],thex2eACP[c]
39,,8m3odcaACP[c],,4m3ohexACP[c],,ipdcoa[c],,gcald[c],e4hglu[c],3hhexACP[c]
40,,3ohexACP[c],,5m3ohexACP[c],,ihdcoa[c],,cdpditdecg[c],clpni16[c],3ohexACP[c]
41,,6mocACP[c],,2mbutACP[c],,pmtcoa[c],,tdcoa[c],clpnai17[c],butACP[c]
42,,butACP[c],,2mbcoa[c],,1itdecg3p[c],,cdpdhdecg[c],clpni14[c],but2eACP[c]
43,,7mocACP[c],,,,12daipdglyc[c],,cdpdaipdecg[c],10mundecACP[c],3haACP[c]
44,,7mtoct2eACP[c],,,,1ipdecg3p[c],,cdpdihdecg[c],clpn140[c],actACP[c]
45,,6mtoct2eACP[c],,,,12dihdglyc[c],,egACPm[c],2pglyc[c],acACP[c]
46,,but2eACP[c],,,,stcoa[c],,cdpdodecg[c],clpn160[c],
47,,6m3hocACP[c],,,,12dgr160[c],,paai15[c],gcald[c],
48,,7m3hocACP[c],,,,ihpdcoa[c],,tdec2eACP[c],3ogACPm[c],
49,,3haACP[c],,,,aipdcoa[c],,paai17[c],clpni17[c],
50,,6m3oocACP[c],,,,1aipdecg3p[c],,ttdca[c],3hdecACP[c],
51,,7m3oocACP[c],,,,12ditdglyc[c],,pai17[c],clpn180[c],
52,,actACP[c],,,,12dgr180[c],,pa160[c],11mddcaACP[c],
53,,4mhexACP[c],,,,12dgr140[c],,pa180[c],clpnai15[c],
54,,5mhexACP[c],,,,12daihdglyc[c],,pa140[c],clpni15[c],
55,,4mthex2eACP[c],,,,12mtridecACP[c],,gcald[e],10mddcaACP[c],
56,,5mthex2eACP[c],,,,hdca[c],,pai14[c],10mtundec2eACP[c],
57,,5m3hhexACP[c],,,,fa6[c],,pai16[c],11mtddec2eACP[c],
58,,4m3hhexACP[c],,,,fa1[c],,3hgACPm[c],malcoam[c],
59,,4m3ohexACP[c],,,,fa3[c],,pai15[c],gcald[e],
60,,5m3ohexACP[c],,,,13mmyrsACP[c],,1ihpdecg3p[c],10mtddec2eACP[c],
61,,2mbutACP[c],,,,12mmyrsACP[c],,aihpdcoa[c],3odecACP[c],
62,,2mbcoa[c],,,,fa12[c],,1hdecg3p[c],ocACP[c],
63,,,,,,fa4[c],,1odecg3p[c],10m3hundecACP[c],
64,,,,,,14mpalmACP[c],,palmACP[c],10m3hddcaACP[c],
65,,,,,,14mpentdecACP[c],,ocdcaACP[c],11m3hddcaACP[c],
66,,,,,,fa11[c],,1aihpdecg3p[c],11m3oddcaACP[c],
67,,,,,,ocdca[c],,ttdca[e],10m3oundecACP[c],
68,,,,,,15mpalmACP[c],,itdcoa[c],toct2eACP[c],
69,,,,,,hdca[e],,12dixdglyc[c],10m3oddcaACP[c],
70,,,,,,1agpe180[c],,1tdecg3p[c],8mnonACP[c],
71,,,,,,2agpe180[c],,1ihdecg3p[c],3hoctACP[c],
72,,,,,,2odecg3p[c],,12dipdglyc[c],9mdcaACP[c],
73,,,,,,2agpe160[c],,ipdcoa[c],8mdcaACP[c],
74,,,,,,1agpe160[c],,ihdcoa[c],8mtdec2eACP[c],
75,,,,,,ocdca[e],,pmtcoa[c],9mtdec2eACP[c],
76,,,,,,2hdecg3p[c],,1itdecg3p[c],8mtnon2eACP[c],
77,,,,,,,,12daipdglyc[c],3ooctACP[c],
78,,,,,,,,1ipdecg3p[c],8m3hnonACP[c],
79,,,,,,,,12dihdglyc[c],hexACP[c],
80,,,,,,,,stcoa[c],9m3hdcaACP[c],
81,,,,,,,,3ogACPm[c],8m3hdcaACP[c],
82,,,,,,,,12dgr160[c],8m3ononACP[c],
83,,,,,,,,ihpdcoa[c],9m3odcaACP[c],
84,,,,,,,,aipdcoa[c],8m3odcaACP[c],
85,,,,,,,,1aipdecg3p[c],thex2eACP[c],
86,,,,,,,,3hdecACP[c],6mheptACP[c],
87,,,,,,,,12ditdglyc[c],6mocACP[c],
88,,,,,,,,12dgr180[c],3hhexACP[c],
89,,,,,,,,12dgr140[c],7mocACP[c],
90,,,,,,,,12daihdglyc[c],7mtoct2eACP[c],
91,,,,,,,,12mtridecACP[c],3ohexACP[c],
92,,,,,,,,hdca[c],6mtoct2eACP[c],
93,,,,,,,,fa6[c],6mthept2eACP[c],
94,,,,,,,,fa1[c],6m3hocACP[c],
95,,,,,,,,fa3[c],7m3hocACP[c],
96,,,,,,,,13mmyrsACP[c],6m3hheptACP[c],
97,,,,,,,,12mmyrsACP[c],butACP[c],
98,,,,,,,,fa12[c],6m3oocACP[c],
99,,,,,,,,fa4[c],6m3oheptACP[c],
100,,,,,,,,14mpalmACP[c],7m3oocACP[c],
101,,,,,,,,14mpentdecACP[c],but2eACP[c],
102,,,,,,,,fa11[c],4mhexACP[c],
103,,,,,,,,tpalm2eACP[c],3haACP[c],
104,,,,,,,,ocdca[c],4mpentACP[c],
105,,,,,,,,malcoam[c],5mhexACP[c],
106,,,,,,,,toctd2eACP[c],5mthex2eACP[c],
107,,,,,,,,15mpalmACP[c],4mtpent2eACP[c],
108,,,,,,,,3odecACP[c],4mthex2eACP[c],
109,,,,,,,,hdca[e],actACP[c],
110,,,,,,,,15mtpalm2eACP[c],4m3hpentACP[c],
111,,,,,,,,3hpalmACP[c],5m3hhexACP[c],
112,,,,,,,,13mtmrs2eACP[c],4m3hhexACP[c],
113,,,,,,,,3hoctaACP[c],4m3opentACP[c],
114,,,,,,,,14mtpentdec2eACP[c],4m3ohexACP[c],
115,,,,,,,,12mtmrs2eACP[c],5m3ohexACP[c],
116,,,,,,,,12mttritec2eACP[c],2mpropACP[c],
117,,,,,,,,14mtpalm2eACP[c],3mbutACP[c],
118,,,,,,,,ocdca[e],2mbutACP[c],
119,,,,,,,,ocACP[c],2mbcoa[c],
120,,,,,,,,13m3hmyrsACP[c],ivcoa[c],
121,,,,,,,,14m3hpentdecACP[c],ibcoa[c],
122,,,,,,,,15m3hpalmACP[c],,
123,,,,,,,,toct2eACP[c],,
124,,,,,,,,12m3hmyrsACP[c],,
125,,,,,,,,14m3hpalmACP[c],,
126,,,,,,,,12m3htridecACP[c],,
127,,,,,,,,3opalmACP[c],,
128,,,,,,,,3ooctdACP[c],,
129,,,,,,,,14m3opentdecACP[c],,
130,,,,,,,,12m3omyrsACP[c],,
131,,,,,,,,12m3otridecACP[c],,
132,,,,,,,,3hoctACP[c],,
133,,,,,,,,14m3opalmACP[c],,
134,,,,,,,,15m3opalmACP[c],,
135,,,,,,,,13m3omyrsACP[c],,
136,,,,,,,,10mundecACP[c],,
137,,,,,,,,3ooctACP[c],,
138,,,,,,,,11mddcaACP[c],,
139,,,,,,,,10mddcaACP[c],,
140,,,,,,,,10mtundec2eACP[c],,
141,,,,,,,,11mtddec2eACP[c],,
142,,,,,,,,hexACP[c],,
143,,,,,,,,10mtddec2eACP[c],,
144,,,,,,,,10m3hundecACP[c],,
145,,,,,,,,10m3hddcaACP[c],,
146,,,,,,,,11m3hddcaACP[c],,
147,,,,,,,,thex2eACP[c],,
148,,,,,,,,11m3oddcaACP[c],,
149,,,,,,,,10m3oundecACP[c],,
150,,,,,,,,3hhexACP[c],,
151,,,,,,,,10m3oddcaACP[c],,
152,,,,,,,,8mnonACP[c],,
153,,,,,,,,9mdcaACP[c],,
154,,,,,,,,3ohexACP[c],,
155,,,,,,,,8mdcaACP[c],,
156,,,,,,,,8mtnon2eACP[c],,
157,,,,,,,,8mtdec2eACP[c],,
158,,,,,,,,butACP[c],,
159,,,,,,,,9mtdec2eACP[c],,
160,,,,,,,,8m3hnonACP[c],,
161,,,,,,,,9m3hdcaACP[c],,
162,,,,,,,,8m3hdcaACP[c],,
163,,,,,,,,but2eACP[c],,
164,,,,,,,,8m3ononACP[c],,
165,,,,,,,,9m3odcaACP[c],,
166,,,,,,,,8m3odcaACP[c],,
167,,,,,,,,3haACP[c],,
168,,,,,,,,actACP[c],,
169,,,,,,,,6mheptACP[c],,
170,,,,,,,,6mocACP[c],,
171,,,,,,,,7mocACP[c],,
172,,,,,,,,acACP[c],,
173,,,,,,,,6mtoct2eACP[c],,
174,,,,,,,,6mthept2eACP[c],,
175,,,,,,,,7mtoct2eACP[c],,
176,,,,,,,,7m3hocACP[c],,
177,,,,,,,,6m3hocACP[c],,
178,,,,,,,,6m3hheptACP[c],,
179,,,,,,,,7m3oocACP[c],,
180,,,,,,,,6m3oheptACP[c],,
181,,,,,,,,6m3oocACP[c],,
182,,,,,,,,4mhexACP[c],,
183,,,,,,,,4mpentACP[c],,
184,,,,,,,,5mhexACP[c],,
185,,,,,,,,4mtpent2eACP[c],,
186,,,,,,,,4mthex2eACP[c],,
187,,,,,,,,5mthex2eACP[c],,
188,,,,,,,,4m3hhexACP[c],,
189,,,,,,,,5m3hhexACP[c],,
190,,,,,,,,4m3hpentACP[c],,
191,,,,,,,,5m3ohexACP[c],,
192,,,,,,,,4m3opentACP[c],,
193,,,,,,,,4m3ohexACP[c],,
194,,,,,,,,2mpropACP[c],,
195,,,,,,,,3mbutACP[c],,
196,,,,,,,,2mbutACP[c],,
197,,,,,,,,2mbcoa[c],,
198,,,,,,,,ivcoa[c],,
199,,,,,,,,ibcoa[c],,
