,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
20,q8[c],ipdp[c],1hdec9eg3p[c],ipdp[c],cgly[c],udpgal[c],gggagicolipa[c],udpgal[c],udpgal[c],gggagicolipa[c]
21,udpgal[c],trdrd[c],so4[e],trdrd[c],indole[c],cgly[c],q8[c],cd2[c],cd2[c],q8[c]
22,1hdec9eg3p[c],gggagicolipa[c],fe2[e],cgly[c],so4[e],indole[c],udpgal[c],cgly[c],cgly[c],udpgal[c]
23,cd2[c],cgly[c],cu2[e],so4[e],fe2[e],so4[e],cgly[c],indole[c],indole[c],cgly[c]
24,cgly[c],so4[e],thr_L[e],diglcpg180[c],cu2[e],fe2[e],indole[c],so4[e],so4[e],indole[c]
25,indole[c],cbl1[c],lys_L[e],fe2[e],5mthf[c],cu2[e],so4[e],fe2[e],amob[c],so4[e]
26,so4[e],fe2[e],1odec11eg3p[c],cu2[e],thr_L[e],5mthf[c],amob[c],cu2[e],fe2[e],fe2[e]
27,fe2[e],cu2[e],phpyr[c],rdmbzi[c],lys_L[e],thr_L[e],fe2[e],5mthf[c],cu2[e],cu2[e]
28,cu2[e],rdmbzi[c],hdeACP[c],thmmp[c],phpyr[c],lys_L[e],cu2[e],thr_L[e],5mthf[c],5mthf[c]
29,thr_L[e],thr_L[e],alagln[c],lys_L[e],tyr_L[e],phpyr[c],5mthf[c],lys_L[e],thr_L[e],thr_L[e]
30,lys_L[e],thmmp[c],fum[c],mql8[c],phom[c],fum[c],thr_L[e],phpyr[c],lys_L[e],lys_L[e]
31,1odec11eg3p[c],lys_L[e],tyr_L[e],phpyr[c],k[e],tyr_L[e],lys_L[e],fum[c],phpyr[c],phpyr[c]
32,phpyr[c],mql8[c],phom[c],mqn7[c],h2s[c],phom[c],phpyr[c],phom[c],fum[c],fum[c]
33,hdeACP[c],phpyr[c],1ddecg3p[c],udpacgal[c],g3p[c],ser_L[e],alagln[c],cyst_L[c],phom[c],phom[c]
34,alagln[c],mqn7[c],1tdecg3p[c],alagln[c],dtdp[c],fadh2[c],fum[c],fadh2[c],cyst_L[c],cyst_L[c]
35,fum[c],alagln[c],ser_L[e],uacgam[c],zn2[e],k[e],phom[c],k[e],fadh2[c],ser_L[e]
36,tyr_L[e],fum[c],fadh2[c],fum[c],34hpp[c],ile_L[e],cyst_L[c],h2s[c],k[e],fadh2[c]
37,phom[c],tyr_L[e],k[e],phom[c],3ig3p[c],h2s[c],fadh2[c],metsox_S_L[c],h2s[c],k[e]
38,1ddecg3p[c],phom[c],ile_L[e],alaglu[c],4mop[c],dtdp[c],k[e],dtdp[c],metsox_S_L[c],h2s[c]
39,1tdecg3p[c],ser_L[e],h2s[c],cdpglyc[c],dmlz[c],zn2[e],h2s[c],zn2[e],dtdp[c],metsox_S_L[c]
40,alaglu[c],fadh2[c],g3p[c],k[e],alaleu[c],34hpp[c],metsox_S_L[c],34hpp[c],zn2[e],dtdp[c]
41,cyst_L[c],k[e],metsox_S_L[c],ile_L[e],glymet[c],3ig3p[c],glygln[c],3ig3p[c],34hpp[c],zn2[e]
42,ser_L[e],ile_L[e],glygln[c],h2s[c],cl[e],4mop[c],dtdp[c],4mop[c],3ig3p[c],34hpp[c]
43,fadh2[c],h2s[c],dtdp[c],alaasp[c],glypro[c],alaleu[c],zn2[e],o2[c],4mop[c],3ig3p[c]
44,k[e],alaasp[c],zn2[e],glygln[c],hcys_L[c],glymet[c],34hpp[c],dmlz[c],dmlz[c],4mop[c]
45,ile_L[e],g3p[c],34hpp[c],dtdp[c],udp[c],adphep_LD[c],3ig3p[c],alaleu[c],ahcys[c],o2[c]
46,h2s[c],metsox_S_L[c],dmlz[c],zn2[e],indpyr[c],cl[e],4mop[c],glymet[c],alaleu[c],dmlz[c]
47,alaasp[c],glygln[c],ahcys[c],34hpp[c],na1[e],glypro[c],o2[c],adphep_LD[c],glymet[c],alaleu[c]
48,g3p[c],dtdp[c],alaleu[c],psi17[c],asn_L[e],hcys_L[c],dmlz[c],cl[e],adphep_LD[c],glymet[c]
49,metsox_S_L[c],zn2[e],glymet[c],4mop[c],3mop[c],udp[c],ahcys[c],glypro[c],cl[e],adphep_LD[c]
50,glygln[c],34hpp[c],1odecg3p[c],pgp180[c],alahis[c],pser_L[c],alaleu[c],hcys_L[c],glypro[c],cl[e]
51,dtdp[c],psi17[c],cl[e],ahcys[c],udpg[c],indpyr[c],glymet[c],indpyr[c],hcys_L[c],glypro[c]
52,zn2[e],4mop[c],glypro[c],alaleu[c],dcdp[c],na1[e],adphep_LD[c],asn_L[e],indpyr[c],hcys_L[c]
53,34hpp[c],o2[c],hcys_L[c],thm[c],pro_L[e],asn_L[e],cl[e],3mop[c],asn_L[e],pser_L[c]
54,3ig3p[c],pgp180[c],udp[c],glymet[c],argsuc[c],3mop[c],glypro[c],alahis[c],3mop[c],indpyr[c]
55,4mop[c],ahcys[c],1tdec7eg3p[c],pheme[e],5mthglu[c],alahis[c],hcys_L[c],chols[c],alahis[c],asn_L[e]
56,o2[c],alaleu[c],pser_L[c],agm[c],dadp[c],chols[c],indpyr[c],pyam5p[c],chols[c],3mop[c]
57,ahcys[c],glymet[c],asn_L[e],cl[e],fe3[e],udpg[c],na1[e],udpg[c],udpg[c],alahis[c]
58,alaleu[c],pheme[e],alahis[c],glypro[c],glycys[c],dcdp[c],asn_L[e],dcdp[c],dcdp[c],chols[c]
59,glymet[c],agm[c],dcdp[c],hcys_L[c],uaagmda[c],pro_L[e],3mop[c],argsuc[c],argsuc[c],pyam5p[c]
60,1odecg3p[c],adphep_LD[c],gln_L[e],q8h2[c],fmn[c],argsuc[c],alahis[c],dadp[c],phyQ[c],1p3h5c[c]
61,cl[e],cl[e],pro_L[e],glyc[c],1pyr5c[c],dadp[c],chols[c],fe3[e],dadp[c],dcdp[c]
62,glypro[c],glypro[c],argsuc[c],indpyr[c],cys_L[e],fe3[e],pyam5p[c],glycys[c],fe3[e],pro_L[e]
63,hcys_L[c],hcys_L[c],tdeACP[c],na1[e],acser[c],glycys[c],1p3h5c[c],uaagmda[c],glycys[c],argsuc[c]
64,udp[c],q8h2[c],5mthglu[c],pser_L[c],glyleu[c],uaagmda[c],dcdp[c],fmn[c],uaagmda[c],dadp[c]
65,1tdec7eg3p[c],udp[c],ddcaACP[c],asn_L[e],alathr[c],fmn[c],pro_L[e],1pyr5c[c],fmn[c],fe3[e]
66,pser_L[c],glyc[c],dadp[c],gthox[c],pydx[c],1pyr5c[c],argsuc[c],acser[c],1pyr5c[c],glycys[c]
67,na1[e],pser_L[c],fe3[e],gar[c],26dap_M[c],cys_L[e],phyQ[c],glyleu[c],cys_L[e],uaagmda[c]
68,indpyr[c],asn_L[e],glycys[c],methf[c],s[c],acser[c],dadp[c],alathr[c],acser[c],fmn[c]
69,asn_L[e],gar[c],1hdecg3p[c],3mop[c],glytyr[c],glyleu[c],fe3[e],pydx[c],glyleu[c],1pyr5c[c]
70,3mop[c],3mop[c],uaagmda[c],hethmpp[c],his_L[e],alathr[c],glycys[c],26dap_M[c],alathr[c],acser[c]
71,alahis[c],methf[c],palmACP[c],for[c],leu_L[e],pydx[c],aps[c],pdx5p[c],pydx[c],glyleu[c]
72,udpg[c],gthox[c],ocdcaACP[c],alahis[c],mg2[e],26dap_M[c],uaagmda[c],s[c],26dap_M[c],alathr[c]
73,dcdp[c],for[c],fmn[c],2obut[c],glyphe[c],acald[c],fmn[c],glytyr[c],s[c],pydx[c]
74,gln_L[e],oaa[c],1pyr5c[c],fprica[c],histl_L[c],trp_L[e],1pyr5c[c],leu_L[e],glytyr[c],26dap_M[c]
75,ala_L[e],alahis[c],cys_L[e],udpg[c],,glytyr[c],cys_L[e],mg2[e],leu_L[e],pdx5p[c]
76,1p3h5c[c],fprica[c],acser[c],dcdp[c],,his_L[e],acser[c],36dahx[c],mg2[e],s[c]
77,dxyl5p[c],udpg[c],glyleu[c],gln_L[e],,leu_L[e],glyleu[c],glyphe[c],glyphe[c],glytyr[c]
78,pro_L[e],dcdp[c],alathr[c],ala_L[e],,mg2[e],alathr[c],histl_L[c],histl_L[c],leu_L[e]
79,argsuc[c],pro_L[e],pydx[c],dxyl5p[c],,glyphe[c],pydx[c],val_L[e],val_L[e],mg2[e]
80,tdeACP[c],agdpcbi[c],octeACP[c],pro_L[e],,histl_L[c],26dap_M[c],,cit[e],36dahx[c]
81,5mthglu[c],pgpi17[c],26dap_M[c],diglcpgai17[c],,val_L[e],pdx5p[c],,,glyphe[c]
82,phyQ[c],dadp[c],trp_L[e],argsuc[c],,,s[c],,,histl_L[c]
83,ddcaACP[c],fol[c],glytyr[c],phyQ[c],,,glytyr[c],,,val_L[e]
84,dadp[c],fe3[e],his_L[e],agdpcbi[c],,,succ[c],,,
85,fe3[e],glycys[c],leu_L[e],pgpi17[c],,,leu_L[e],,,
86,glycys[c],uaagmda[c],mg2[e],dadp[c],,,mg2[e],,,
87,ttc_ggdp[c],spmd[e],cdp[c],fol[c],,,36dahx[c],,,
88,1hdecg3p[c],fmn[c],glyphe[c],2dmmq8[e],,,glyphe[c],,,
89,uaagmda[c],1pyr5c[c],val_L[e],fe3[e],,,histl_L[c],,,
90,palmACP[c],sheme[e],,glycys[c],,,,,,
91,ocdcaACP[c],pgpai17[c],,2ameph[c],,,,,,
92,fmn[c],cys_L[e],,uaagmda[c],,,,,,
93,1pyr5c[c],acser[c],,spmd[e],,,,,,
94,cys_L[e],glyleu[c],,1pyr5c[c],,,,,,
95,acser[c],alathr[c],,fmn[c],,,,,,
96,glyleu[c],psai17[c],,sheme[e],,,,,,
97,alagly[c],ps180[c],,pgpai17[c],,,,,,
98,alathr[c],trp_L[e],,cys_L[e],,,,,,
99,octeACP[c],glytyr[c],,acser[c],,,,,,
100,26dap_M[c],lgt_S[c],,glyleu[c],,,,,,
101,glytyr[c],his_L[e],,alagly[c],,,,,,
102,his_L[e],leu_L[e],,alathr[c],,,,,,
103,leu_L[e],mg2[e],,prl45tca[c],,,,,,
104,mg2[e],2dmmql8[c],,pydx[c],,,,,,
105,glyphe[c],36dahx[c],,psai17[c],,,,,,
106,ala_D[c],glyphe[c],,ps180[c],,,,,,
107,val_L[e],aicar[c],,26dap_M[c],,,,,,
108,cit[e],val_L[e],,trp_L[e],,,,,,
109,,cit[e],,s[c],,,,,,
110,,,,glytyr[c],,,,,,
111,,,,lgt_S[c],,,,,,
112,,,,q8[e],,,,,,
113,,,,leu_L[e],,,,,,
114,,,,mg2[e],,,,,,
115,,,,prl45tcaala[c],,,,,,
116,,,,2dmmql8[c],,,,,,
117,,,,glyphe[c],,,,,,
118,,,,ala_D[c],,,,,,
119,,,,aicar[c],,,,,,
120,,,,histl_L[c],,,,,,
121,,,,val_L[e],,,,,,
