,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
56,f1p[c],cmp[c],cdpdihpdecg[c],f6p[c],methf[c],adcobhex[c],hmbil[c],dhor_S[c],agdpcbi[c],succoa[c]
57,s17bp[c],r1p[c],fru[c],hxan[c],thdp[c],cbi[c],phyldpp[c],uri[e],glu5p[c],ohpb[c]
58,3c2hmp[c],2ommbl[c],dhor_S[c],aspsa[c],sbt6p[c],imacp[c],5aprbu[c],thf[c],gal[c],agdpcbi[c]
59,2ddecg3p[c],dtdp4d6dm[c],hmbil[c],3pg[c],2dr1p[c],ckdo[c],methf[c],2ippm[c],adcobhex[c],glu5p[c]
60,fru[c],f1p[c],cdpdaihpdecg[c],5aizc[c],mantr[c],cbp[c],thdp[c],5aprbu[c],cbi[c],gal[c]
61,dhor_S[c],psd5p[c],5aprbu[c],cdpdddecg[c],gal[e],2mecdp[c],oaa[c],methf[c],o2[e],adcobhex[c]
62,10fthf[c],s17bp[c],cdpdodec11eg[c],12daihdglyc[c],oaa[c],tmao[c],2obut[c],thdp[c],imacp[c],cbi[c]
63,no2[c],ocdcea[c],sbt6p[c],cdpdihdecg[c],fprica[c],pnto_R[e],fprica[c],8aonn[c],ade[e],imacp[c]
64,2ippm[c],paai17[c],oaa[c],r5p[c],succoa[c],copre4[c],ohpb[c],oaa[c],ckdo[c],duri[e]
65,phyldpp[c],uri[e],cdpdhdec9eg[c],ac[e],man6p[c],3hmrsACP[c],glu5p[c],fprica[c],cbp[c],ckdo[c]
66,gar[c],lac_D[e],succoa[c],33hmeoxobut[c],mal_L[c],tartr_L[c],gal[c],succoa[c],2mecdp[c],cbp[c]
67,thdp[c],acACP[c],man6p[c],r1p[c],agdpcbi[c],actp[c],imacp[c],ohpb[c],air[c],2mecdp[c]
68,i16tcaacgam[c],co1dam[c],cdpdaipdecg[c],2ommbl[c],glu5p[c],cdpglc[c],ckdo[c],agdpcbi[c],o2s[c],3h3mop[c]
69,fprica[c],dxyl5p[c],glu5p[c],1agpg141[c],adcobhex[c],2dmmql8[c],cbp[c],glu5p[c],pmcoa[c],actp[c]
70,myrstcaacgam[c],succoa[c],cbp[c],f1p[c],cbi[c],u3aga[c],2mecdp[c],gal[c],dhna[c],2dmmql8[c]
71,succoa[c],man6p[c],orot5p[c],acg5sa[c],imacp[c],ugmda[c],pmcoa[c],adcobhex[c],3h3mop[c],u3aga[c]
72,man6p[c],pai17[c],1agpg120[c],1agpg161[c],d5kgp[c],aicar[c],dhna[c],cbi[c],btn_co2[c],fpram[c]
73,i15tcaacgam[c],ohpb[c],2mecdp[c],paai17[c],cbp[c],uaccg[c],sucorn[c],imacp[c],actp[c],ugmda[c]
74,ai15tcaacgam[c],clpnai15[c],acald[c],dhap[c],orot5p[c],xmp[c],3h3mop[c],teich_45_BS[c],2dmmql8[c],aicar[c]
75,glu5p[c],h2[e],cdpditdecg[c],12dihdglyc[c],glu_L[e],,btn_co2[c],ckdo[c],u3aga[c],2me4p[c]
76,gal[c],clpni15[c],cdpdtdec7eg[c],2ippm[c],2mecdp[c],,actp[c],uppg3[c],adn[c],xmp[c]
77,msa[c],1hdecg3p[c],4ppan[c],cdpdodec11eg[c],acald[c],,u3aga[c],hspg[e],ugmda[c],2dmmq8[c]
78,palmtcaacgam[c],clpni16[c],actp[c],lac_D[e],raffin[c],,fpram[c],2mecdp[c],aicar[c],
79,orot5p[c],hepdp[c],2dmmql8[c],thdp[c],tag6p_D[c],,ugmda[c],copre4[c],xmp[c],
80,glu_L[e],clpn140[c],adn[c],1agpg140[c],3h3mop[c],,aicar[c],3h3mop[c],,
81,2mecdp[c],ckdo[c],ugmda[c],oaa[c],ugmda[c],,2me4p[c],actp[c],,
82,1agpg120[c],orot5p[c],aicar[c],cdpdhdec9eg[c],dha[c],,uaccg[c],succitr_L[c],,
83,acald[c],2mecdp[c],dha[c],succoa[c],uaccg[c],,xmp[c],2dmmql8[c],,
84,dhna[c],acald[c],uaccg[c],1agpg160[c],xmp[c],,,u3aga[c],,
85,3h3mop[c],ade[c],xmp[c],cdpdaipdecg[c],,,,fpram[c],,
86,actp[c],3hmrsACP[c],,pai17[c],,,,adn[c],,
87,2dmmql8[c],actp[c],,ohpb[c],,,,ugmda[c],,
88,fc1p[c],u3aga[c],,1agpg180[c],,,,aicar[c],,
89,ugmda[c],ugmda[c],,clpnai15[c],,,,2me4p[c],,
90,aicar[c],3mbutACP[c],,glu5p[c],,,,xmp[c],,
91,dha[c],dgsn[c],,clpni15[c],,,,2dmmq8[c],,
92,uaccg[c],uaccg[c],,pgpi15[c],,,,,,
93,xmp[c],xmp[c],,pgpai15[c],,,,,,
94,,,,o2[e],,,,,,
95,,,,imacp[c],,,,,,
96,,,,clpni16[c],,,,,,
97,,,,hepdp[c],,,,,,
98,,,,clpn140[c],,,,,,
99,,,,cbp[c],,,,,,
100,,,,orot5p[c],,,,,,
101,,,,1agpg120[c],,,,,,
102,,,,2agpg140[c],,,,,,
103,,,,pgpi16[c],,,,,,
104,,,,2agpg180[c],,,,,,
105,,,,acald[c],,,,,,
106,,,,gal1p[c],,,,,,
107,,,,cdpditdecg[c],,,,,,
108,,,,cdpdtdec7eg[c],,,,,,
109,,,,2agpg181[c],,,,,,
110,,,,4ppan[c],,,,,,
111,,,,3h3mop[c],,,,,,
112,,,,gam1p[c],,,,,,
113,,,,actp[c],,,,,,
114,,,,cdp[c],,,,,,
115,,,,fpram[c],,,,,,
116,,,,12dgr180[c],,,,,,
117,,,,adn[c],,,,,,
118,,,,ugmda[c],,,,,,
119,,,,3mbutACP[c],,,,,,
120,,,,xmp[c],,,,,,
