,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
0,1agpg141[c],hdca[e],alac_S[c],2ddecg3p[c],e4hglu[c],lipidAds[c],hlipa[c],hlipa[c],3php[c],hlipa[c]
1,1agpg161[c],hlipa[c],glutrna[c],3hhdcoa[c],ahdt[c],cbl2[e],4ampm[c],levanttr[e],hdca[c],etoh[e]
2,hdca[c],15m3hpalmACP[c],for[e],13mtmrs2eACP[c],iasp[c],3hhcoa[c],inulin[e],fruur[c],hlipa[c],ins[e]
3,clpni16[c],14m3hpalmACP[c],2obut[c],15m3hpalmACP[c],diglcpgi15[c],pgai15[c],cellb[e],arab_L[c],drib[c],rnam[c]
4,clpnai17[c],uamr[c],uamr[c],12mtmrs2eACP[c],prbamp[c],pgi15[c],kestopt[e],3dhsk[c],3opACPm[c],sucr[e]
5,clpni14[c],3hddecACP[c],,14m3hpalmACP[c],diglcpg160[c],pg160[c],sucr[e],hpyr[c],2dhp[c],fruur[c]
6,clpn140[c],ocdca[e],,uamr[c],diglcpgi14[c],2ddecg3p[c],fruur[c],urcan[c],3dhsk[c],arab_L[c]
7,fa6[c],3opalmACP[c],,btcoa[c],fgam[c],hlipa[c],3opACPm[c],2mmal[c],14mpentdecACP[c],2shchc[c]
8,clpn160[c],3ooctdACP[c],,2agpe120[c],inost[c],g3pg[c],arab_L[c],levanb[e],ttdca[c],2dhp[c]
9,fa1[c],,,3dhsk[c],4hbutcoa[c],1ddecg3p[c],3dhsk[c],man[e],ocdca[c],glyclt[c]
10,2agpg140[c],,,1agpe120[c],diglcpgi16[c],5aop[c],malt[e],adocbl[e],2ddglcn[c],3dhsk[c]
11,2agpg180[c],,,fdxrd[c],diglcpgi17[c],1agpg120[c],meoh[c],4mpetz[c],15mpalmACP[c],malt[e]
12,fa3[c],,,3hbcoa_R[c],3btcoa[c],2agpg120[c],man[e],pullulan1200[e],tmrs2eACP[c],dsT_antigen_rl[e]
13,fa12[c],,,3hbcoa[c],5aop[c],tagur[c],4adcho[c],4adcho[c],glyc_R[c],man[e]
14,2agpg181[c],,,,diglcpg140[c],ddca[e],kestottr[e],3hpACPm[c],fa3[c],adocbl[e]
15,for[c],,,,cobya[c],cobya[c],kesto[e],ddca[c],dsT_antigen_rl[e],4mpetz[c]
16,1agpg140[c],,,,6hmhpt[c],but[c],ddca[c],dextran40[e],ddca[e],acnam[e]
17,2agpg160[c],,,,diglcpgai15[c],man[e],glutrna[c],glyc[c],fa12[c],3hpACPm[c]
18,uamr[c],,,,uamr[c],tdcoa[c],tagur[c],tagur[c],man[e],ddca[c]
19,fa4[c],,,,chtbs[e],prbatp[c],dhnpt[c],dhnpt[c],adocbl[e],glutrna[c]
20,2dhp[c],,,,btcoa[c],pgi17[c],tddec2eACP[c],lmn30[e],4mpetz[c],nicrns[c]
21,2agpg161[c],,,,3dhsk[c],pg140[c],uamr[c],tddec2eACP[c],acnam[e],glyc[c]
22,clpni17[c],,,,dxyl5p[c],uamr[c],ha[e],uamr[c],toctd2eACP[c],gsn[e]
23,3dhsk[c],,,,fdxrd[c],pgi14[c],strch1[e],ha[e],4adcho[c],tagur[c]
24,1agpg160[c],,,,diglcpgai17[c],2agpe120[c],acmalt[c],nac[e],f1p[c],tddec2eACP[c]
25,clpn180[c],,,,4abut[e],adocbl[e],strch2[e],lipidAds[c],fa6[c],uamr[c]
26,2agpg141[c],,,,diglcpg180[c],3dhsk[c],lipidAds[c],2ameph[c],fa1[c],nac[e]
27,fa11[c],,,,4abutn[c],1agpe120[c],2ameph[c],iasp[c],dhnpt[c],acmalt[c]
28,ocdca[c],,,,4adcho[c],dxyl5p[c],iasp[c],gam[e],12mmyrsACP[c],2ameph[c]
29,ttdca[c],,,,,pg180[c],gam[e],rmn[c],uamr[c],iasp[c]
30,acnam[e],,,,,3hbcoa_R[c],rmn[c],meoh[e],fa4[c],rmn[c]
31,1agpg180[c],,,,,pgi16[c],2h3oppan[c],2h3oppan[c],3hddecACP[c],4h2oglt[c]
32,clpnai15[c],,,,,acnam[e],tre[e],glygn5[e],nac[e],dsT_antigen[e]
33,1agpg181[c],,,,,3hbcoa[c],fuc_L[c],levantttr[e],dxyl5p[c],cobya[c]
34,clpni15[c],,,,,pgai17[c],6hmhpt[c],fuc_L[c],fa11[c],prbatp[c]
35,,,,,,,prbatp[c],cobya[c],ohpb[c],12ppd_S[c]
36,,,,,,,12ppd_S[c],6hmhpt[c],12mtridecACP[c],xyl_D[e]
37,,,,,,,xyl_D[e],prbatp[c],iasp[c],2mahmp[c]
38,,,,,,,,12ppd_S[c],acald[c],
39,,,,,,,,xyl_D[e],13mmyrsACP[c],
40,,,,,,,,2mahmp[c],dsT_antigen[e],
41,,,,,,,,amylopect900[e],glyc3p[c],
42,,,,,,,,glu1sa[c],6hmhpt[c],
43,,,,,,,,,prbatp[c],
44,,,,,,,,,ncam[e],
45,,,,,,,,,14mpalmACP[c],
46,,,,,,,,,tpalm2eACP[c],
47,,,,,,,,,2mahmp[c],
48,,,,,,,,,fc1p[c],
