,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
161,trnaglu[c],ps161[c],2hdec9eg3p[c],1agpe140[c],10fthf5glu[c],3hmbcoa[c],prodthl[c],hspg_degr_13[e],malthp[c],udpglcur[c]
162,1agpe181[c],1ddecg3p[c],2agpe160[c],Naccitr_L[c],abt[c],12dgr120[c],pser_L[c],i17tca1[c],ru5p_L[c],cbl2[c]
163,prlp[c],gdpmann[c],2agpe181[c],acACP[c],actp[c],1tdec7eg3p[c],fa3[c],isobut[e],xu5p_L[c],i14tcaacgam[c]
164,prfp[c],tmrs2eACP[c],pgp120[c],CE5656[c],14m3hpalmACP[c],ddcacoa[c],odecoa[c],psai15[c],23cump[c],C11821[c]
165,uaaAgla[c],psi15[c],pg120[c],2hdec9eg3p[c],ipdcoa[c],3otdcoa[c],isocapr[e],pa141[c],3ump[c],pre3a[c]
166,gdptp[c],pei15[c],hdca[c],2agpe181[c],lgt_S[c],4ampm[c],cbl2[c],Naccitr_L[c],5odhf2a[c],14m3hpentdecACP[c]
167,cdpglyc[c],2pglyc[c],4hba[c],but2eACP[c],1odecg3p[c],4hthr[c],cbl1[e],Tyr_ggn[e],acgam1p[c],12daipdglyc[c]
168,salc6p[c],glyclt[c],3hhcoa[c],dhpt[c],glyasp[c],3oocoa[c],C11821[c],sTn_antigen[e],trnaglu[c],i14tca1[c]
169,cbl2[e],btamp[c],metsox_R_L[e],etha[c],pser_L[c],5mtr[c],14m3hpentdecACP[c],CE5656[c],uaGgla[c],1ihdecg3p[c]
170,btamp[c],adcobdam[c],chor[c],cro4[e],fa3[c],5mtc[c],pgp181[c],gdpfuc[c],tagdp_D[c],palmACP[c]
171,5mtr[c],ppi[e],no3[e],fmnh2[c],odecoa[c],hgbyr[c],i14tca1[c],HC01652[c],23cgmp[c],5thf[c]
172,b2coa[c],lpam[c],thmmp[c],arab_L[c],pgpi17[c],pgp141[c],ps181[c],HC01710[c],gdptp[c],pa161[c]
173,chol[c],6mthept2eACP[c],thfglu[c],uaaGgla[c],ddca[c],6m3hocACP[c],1ihdecg3p[c],etha[c],i16tcaacgam[c],cdpdhdec9eg[c]
174,gcald[c],cro4[c],ocdcea[c],2odec11eg3p[c],tdcoa[c],cro4[e],palmACP[c],psi15[c],cbl2[e],sttcaglc[c]
175,pgpi14[c],tagdp_D[c],butso3[c],glyc3p[e],thym[c],uaaAgla[c],5thf[c],gdpddman[c],pe140[c],4m3hpentACP[c]
176,pap[c],4mtpent2eACP[c],etha[c],ps160[c],12ppd_S[c],2hdec9eg3p[c],pa161[c],peai15[c],btamp[c],glyasp[c]
177,aact[c],udpgalfur[c],ocdca[c],pe160[c],C11821[c],4ppan[c],cdpdhdec9eg[c],cro4[e],prodslfd[c],15m3hpalmACP[c]
178,core3[e],pe161[c],glyasp[e],thfglu[c],pre3a[c],2agpe181[c],sttcaglc[c],fmnh2[c],N1aspmd[c],but[c]
179,glutrna[c],pa181[c],14m3opentdecACP[c],aso3[e],14m3hpentdecACP[c],pgp120[c],sttca1[c],uaaGgla[c],5mtr[c],3dhchol[e]
180,mi3p_D[c],pap[c],14m3hpentdecACP[c],aso3[c],icit[c],pg120[c],4m3hpentACP[c],1hdec9eg3p[c],23camp[c],14mtpentdec2eACP[c]
181,1agpe161[c],HC01104[c],sulfac[c],tdec2eACP[c],HC01434[c],pyr[e],glyasp[c],ps160[c],udpacgal[c],gdpmann[c]
182,e4hglu[c],2ahhmd[c],ctbt[c],3hadpcoa[c],pgp181[c],4hba[c],15m3hpalmACP[c],pe160[c],pap[c],13m3hmyrsACP[c]
183,4h2oglt[c],10mtundec2eACP[c],pdx5p[c],2tdec7eg3p[c],ocdca[c],metsox_R_L[e],but[c],thfglu[c],aact[c],6m3oheptACP[c]
184,malcoa[c],pe140[c],hg2[c],2tdecg3p[c],met_D[e],thm[c],14mtpentdec2eACP[c],56dthm[c],pe141[c],6m3hheptACP[c]
185,dtdp4d6dg[c],l2a6o[c],hg2[e],5odhf2a[c],met_D[c],tdeACP[c],gdpmann[c],adsel[c],alaasp[c],mthgxl[c]
186,pgp160[c],btn[c],glyglu[e],2agpe140[c],ps181[c],thmmp[c],13m3hmyrsACP[c],3padsel[c],mi3p_D[c],4hbz[c]
187,arbt6p[c],ps140[c],5mtr[c],8m3ononACP[c],1ihdecg3p[c],thfglu[c],6m3oheptACP[c],malthp[c],psi16[c],ncptrc[c]
188,spmd[c],1hdec9eg3p[c],dpcoa[c],tmrs2eACP[c],palmACP[c],but2eACP[c],6m3hheptACP[c],octeACP[c],agm[c],6mheptACP[c]
189,no[e],anth[c],3omrsACP[c],trnaglu[c],5thf[c],12dgr141[c],mthgxl[c],23cump[c],taur[e],pheme[e]
190,pgp120[c],gcald[c],dtdp4d6dm[c],ocdcea[c],pa161[c],ivcoa[c],cdp[c],3ump[c],peai17[c],7m3oocACP[c]
191,mi4p_D[c],4abut[c],gly[e],1agpe181[c],cdpdhdec9eg[c],glygln[c],4hbz[c],5odhf2a[c],hepdp[c],9m3odcaACP[c]
192,adpglc[c],aact[c],ptrc[e],uaGgla[c],4m3hpentACP[c],urate[c],ncptrc[c],acgam1p[c],mi4p_D[c],dgchol[e]
193,pppg9[c],14mtpentdec2eACP[c],cdpglyc[c],metsox_S_L[c],actn_S[c],etha[c],6mheptACP[c],12dgr120[c],paps[c],tdeACP[c]
194,dhptd[c],12mttritec2eACP[c],cpppg3[c],tagdp_D[c],btd_SS[c],glyasp[e],clpnai15[c],uaGgla[c],tag6p_D[c],5mhexACP[c]
195,ahdt[c],focytC[c],co2[e],uaaAgla[c],4mpetz[c],thmpp[c],adocbl[e],sT_antigen_rl[e],3amp[c],10m3hundecACP[c]
196,csn[c],,alagly[c],4mtpent2eACP[c],15m3hpalmACP[c],bhb[c],ala_B[c],uaaAgla[c],pei15[c],cro4[c]
197,2pglyc[c],,2agpe141[c],gdptp[c],hexdp[c],bhb[e],pheme[e],23cgmp[c],dhptd[c],glygln[c]
198,glyb[e],,13m3omyrsACP[c],pe140[c],hepdp[c],14m3opentdecACP[c],7m3oocACP[c],gdptp[c],pe181[c],inost[c]
199,cpppg1[c],,3a2opp[c],ichor[c],3oddecACP[c],14m3hpentdecACP[c],9m3odcaACP[c],12dgr161[c],csn[c],11m3hddcaACP[c]
200,mi1p_D[c],,uaaGgla[c],pg181[c],lac_D[c],uaagtmda[c],tdeACP[c],mphze[c],3gmp[c],ppa[c]
201,gthrd[c],,cd2[c],btamp[c],gncore1[e],pdx5p[c],5mhexACP[c],cdpglyc[c],pe120[c],gbbtn[c]
202,pgp140[c],,alaglu[e],2hymeph[c],6mtoct2eACP[c],hg2[c],10m3hundecACP[c],i16tcaacgam[c],galt[e],14mpalmACP[c]
203,udpgalfur[c],,pydxn[c],5mtr[c],glcn[c],hg2[e],cro4[c],cbl2[e],psi14[c],4hthr[c]
204,,,4ahmmp[c],chol[c],13m3hmyrsACP[c],tma[c],nh4[e],pe140[c],pyam5p[c],pa181[c]
205,,,im4act[c],23ddhb[c],6m3oheptACP[c],glyglu[e],cbl1[c],pg181[c],glutrna[c],ocdcea[c]
206,,,2odec11eg3p[c],2odecg3p[c],6m3hheptACP[c],dpcoa[c],11m3hddcaACP[c],btamp[c],lac_L[e],hgbyr[c]
207,,,hepdp[c],2agpe180[c],ihpdcoa[c],10mundecACP[c],ppa[c],prodslfd[c],mthgxl[c],gbbtn[e]
208,,,4mpetz[c],15dap[c],1ihpdecg3p[c],arbt6p[c],gbbtn[c],2hymeph[c],udpgalfur[c],13mmyrsACP[c]
209,,,10m3hddcaACP[c],pap[c],mthgxl[c],2mbcoa[c],14mpalmACP[c],N1aspmd[c],,6hmhptpp[c]
210,,,10m3oddcaACP[c],aact[c],dcacoa[c],ppa[c],4hthr[c],pre4[c],,dhf[c]
211,,,ala_L[e],14mtpentdec2eACP[c],alaasp[e],10m3oddcaACP[c],pa181[c],23camp[c],,uaaGgtla[c]
212,,,3c4mop[c],focytC[c],alaasp[c],ibcoa[c],ocdcea[c],pap[c],,1ddecg3p[c]
213,,,4mop[c],cd2[e],lac_L[c],2mpropACP[c],gbbtn[e],1odec11eg3p[c],,2ahhmd[c]
214,,,3oddcoa[c],1agpe161[c],6mheptACP[c],2mbutACP[c],13mmyrsACP[c],pe141[c],,i17tcaacgam[c]
215,,,3hmrsACP[c],e4hglu[c],metsox_S_L[e],acmama[c],pg141[c],alaasp[c],,gthrd[c]
216,,,aacoa[c],4h2oglt[c],ala_B[c],4mthex2eACP[c],palmtca1[c],hspg_rest[e],,lgt_S[c]
217,,,nh4[e],acgam[e],2ohph[c],ptrc[e],uaaGgtla[c],mi3p_D[c],,ptrc[e]
218,,,gthrd[c],arbt6p[c],7m3oocACP[c],ptrc[c],1ddecg3p[c],psi16[c],,ppi[e]
219,,,pppg9[c],8mtnon2eACP[c],9m3odcaACP[c],octeACP[c],gthrd[c],agm[c],,3ooctdACP[c]
220,,,h2o[e],acgam6p[c],pydxn[c],hgbam[c],lgt_S[c],acnam2a6agal[e],,arsenb[c]
221,,,1agpe181[c],cd2[c],pdx5p[c],hdeACP[c],ptrc[e],12dgr141[c],,aipdcoa[c]
222,,,10fthf5glu[c],dhptd[c],alaglu[e],11mtddec2eACP[c],ppi[e],peai17[c],,hgbam[c]
223,,,3opalmACP[c],no3[c],im4act[c],salc6p[c],3ooctdACP[c],hdeACP[c],,8m3odcaACP[c]
224,,,but[c],dd2coa[c],im4ac[c],co2[e],arsenb[c],mi4p_D[c],,6m3oocACP[c]
225,,,lgt_S[c],10mtundec2eACP[c],6mthept2eACP[c],3uib[c],aipdcoa[c],g15lac[c],,5hxudidzcba[c]
226,,,14m3hpalmACP[c],g6p_B[c],tdeACP[c],alagly[c],8m3odcaACP[c],paps[c],,alltn_R[c]
227,,,13m3hmyrsACP[c],g1p_B[c],10m3hundecACP[c],alltn[e],6m3oocACP[c],idour[e],,ipdcoa[c]
228,,,mops[c],no3[e],cro4[c],2agpe141[c],5hxudidzcba[c],3amp[c],,12mtridecACP[c]
229,,,14m3opalmACP[c],no2[e],3hhexACP[c],alagln[e],alltn_R[c],pei15[c],,acbdma14gapuc[c]
230,,,mso3[e],2pglyc[c],thex2eACP[c],urea[c],ipdcoa[c],pe181[c],,unaga[c]
231,,,5hxudidzcba[c],glyb[e],1agpe160[c],urea[e],12mtridecACP[c],prl45tcaala[c],,pai15[c]
232,,,pendp[c],dc2coa[c],11m3hddcaACP[c],pre8[c],pai15[c],4abut[c],,5m3hhexACP[c]
233,,,gdptp[c],pg161[c],ppa[c],amopbut_L[c],cdpdhdecg[c],3gmp[c],,15mpalmACP[c]
234,,,4m3opentACP[c],12mttritec2eACP[c],14mpalmACP[c],3a2opp[c],5m3hhexACP[c],pg161[c],,ihpdcoa[c]
235,,,ichor[c],pe120[c],4hthr[c],11mddcaACP[c],15mpalmACP[c],pe120[c],,12m3hmyrsACP[c]
236,,,23ddhb[c],galt[e],pa181[c],12dgr161[c],ihpdcoa[c],psi14[c],,12mtmrs2eACP[c]
237,,,malthp[c],pyam5p[c],ocdcea[c],uaaGgla[c],12m3hmyrsACP[c],udpgalfur[c],,7mocACP[c]
238,,,xyl_D[e],glutrna[c],1ddecg3p[c],cd2[c],12mtmrs2eACP[c],,,4m3opentACP[c]
239,,,xyl_D[c],oc2coa[c],gly[e],alaglu[e],7mocACP[c],,,isochol[e]
240,,,3hadpcoa[c],oxadpcoa[c],2mb2coa[c],pre5[c],4m3opentACP[c],,,ps140[c]
241,,,pgp181[c],,but[e],pydxn[c],ps140[c],,,isoval[c]
242,,,ru5p_L[c],,but[c],8mtdec2eACP[c],pgpi15[c],,,14mtpalm2eACP[c]
243,,,xu5p_L[c],,hgbyr[c],4ahmmp[c],pgi14[c],,,ai15tcaglc[c]
244,,,2tdec7eg3p[c],,5mhexACP[c],10mddcaACP[c],clpni14[c],,,alaglu[c]
245,,,ibcoa[c],,13mmyrsACP[c],2odec11eg3p[c],isoval[c],,,fmnh2[c]
246,,,2mp2coa[c],,3ohexACP[c],6mheptACP[c],14mtpalm2eACP[c],,,stcoa[c]
247,,,23dhdp[c],,dad_5[c],hepdp[c],ai15tcaglc[c],,,1pipdn2c[c]
248,,,met_D[e],,dcaACP[c],23ccmp[c],alaglu[c],,,12dgr180[c]
249,,,met_D[c],,uaaGgtla[c],3cmp[c],fmnh2[c],,,hdcoa[c]
250,,,rdmbzi[c],,2agpe161[c],8mtnon2eACP[c],stcoa[c],,,pei14[c]
251,,,but[e],,gthrd[c],4mpetz[c],1pipdn2c[c],,,pe161[c]
252,,,2mbcoa[c],,ptrc[e],10m3hddcaACP[c],pnto_R[c],,,1tdec7eg3p[c]
253,,,2mb2coa[c],,3ooctdACP[c],ala_L[e],hdcoa[c],,,13mtmrs2eACP[c]
254,,,2tdecg3p[c],,2agpe120[c],3oddcoa[c],pei14[c],,,alltn[c]
255,,,ctbt[e],,pre6b[c],paps[c],pe161[c],,,core5[e]
256,,,2agpe140[c],,aipdcoa[c],dcaACP[c],ser_L[e],,,acgal[e]
257,,,2odecg3p[c],,hgbam[c],3gmp[c],1tdec7eg3p[c],,,L2aadp6sa[c]
258,,,hexdp[c],,ocACP[c],nh4[e],13mtmrs2eACP[c],,,thp2c[c]
259,,,arab_L[e],,8m3odcaACP[c],gthrd[c],ala_L[e],,,5mthex2eACP[c]
260,,,dcacoa[c],,tddec2eACP[c],h2o[e],alltn[c],,,btn[e]
261,,,dtdprmn[c],,6m3oocACP[c],1agpe181[c],L2aadp6sa[c],,,btal[c]
262,,,alaasp[e],,f1a[e],10fthf5glu[c],thp2c[c],,,1itdecg3p[c]
263,,,6m3oocACP[c],,arab_L[c],lgt_S[c],5mthex2eACP[c],,,fa4[c]
264,,,h2[c],,5hxudidzcba[c],14m3hpalmACP[c],btn[e],,,ppa[e]
265,,,h2[e],,alltn_R[c],13m3hmyrsACP[c],1itdecg3p[c],,,ps120[c]
266,,,2pglyc[c],,seln[c],aso3[e],fa4[c],,,HC01104[c]
267,,,glyclt[c],,12mtridecACP[c],aso3[c],ppa[e],,,pnp[c]
268,,,glx[c],,actACP[c],cdpddg[c],ps120[c],,,xu1p_L[c]
269,,,2agpe161[c],,3haACP[c],tdec2eACP[c],HC01104[c],,,10m3hddcaACP[c]
270,,,2ohph[c],,2maacoa[c],odecoa[c],pnp[c],,,glyglu[c]
271,,,hexs[c],,pai15[c],adsel[c],xu1p_L[c],,,fa1[c]
272,,,pg181[c],,cdpdhdecg[c],3padsel[c],pgi15[c],,,glu_L[e]
273,,,alagly[e],,5m3hhexACP[c],pre3a[c],acmama[c],,,na1[c]
274,,,Lcyst[c],,sT_antigen[e],5hxudidzcba[c],acmam[c],,,tpalm2eACP[c]
275,,,im4ac[c],,asp_L[e],arbt[e],10m3hddcaACP[c],,,Tn_antigen[e]
276,,,cro4[c],,2oph[c],pendp[c],ps161[c],,,3opalmACP[c]
277,,,1agpe160[c],,15mpalmACP[c],gdptp[c],glyglu[c],,,pa160[c]
278,,,mthgxl[c],,12m3hmyrsACP[c],4m3opentACP[c],fa1[c],,,2ommb[c]
279,,,23dhmp[c],,12mtmrs2eACP[c],malthp[c],pgp180[c],,,12dgr181[c]
280,,,hexs[e],,4m3opentACP[c],3hadpcoa[c],tpalm2eACP[c],,,cdpdihdecg[c]
281,,,tagdp_D[c],,chol[c],pgp181[c],3opalmACP[c],,,i17tca1[c]
282,,,taur[e],,ps140[c],2tdec7eg3p[c],pa160[c],,,3mbutACP[c]
283,,,thdp[c],,pgpi15[c],2mp2coa[c],2ommb[c],,,i14tcaglc[c]
284,,,L2aadp6sa[c],,hqn[c],mi4p_D[c],i17tca1[c],,,isobut[e]
285,,,gbbtn[c],,aconm[c],ascb6p[c],3mbutACP[c],,,pa141[c]
286,,,pap[c],,mql8[c],met_D[e],i14tcaglc[c],,,cdpdtdec7eg[c]
287,,,sulfac[e],,metsox_R_L[c],met_D[c],psai15[c],,,Naccitr_L[c]
288,,,3ohexACP[c],,14mtpalm2eACP[c],alac_S[c],pa141[c],,,4hbz[e]
289,,,pg141[c],,alagly[e],pa181[c],cdpdihpdecg[c],,,cdpditdecg[c]
290,,,metsox_R_L[c],,hexACP[c],uaaGgtla[c],Naccitr_L[c],,,CE5656[c]
291,,,pppi[c],,1agpe120[c],23cump[c],4hbz[e],,,15mtpalm2eACP[c]
292,,,3hmp[c],,3hocoa[c],2mb2coa[c],cdpditdecg[c],,,gdpfuc[c]
293,,,3mop[c],,alaglu[c],hexdp[c],CE5656[c],,,ivcoa[c]
294,,,oxadpcoa[c],,stcoa[c],gdpmann[c],15mtpalm2eACP[c],,,HC01652[c]
295,,,gcald[c],,1pipdn2c[c],6mtoct2eACP[c],pgpai15[c],,,HC01710[c]
296,,,15dap[c],,pnto_R[c],arab_L[e],gdpfuc[c],,,11m3oddcaACP[c]
297,,,thp2c[c],,hdcoa[c],tmrs2eACP[c],ivcoa[c],,,etha[c]
298,,,2aobut[c],,arab_L[e],mthgxl[c],HC01652[c],,,gdpddman[c]
299,,,aact[c],,pei14[c],23camp[c],HC01710[c],,,psai15[c]
300,,,2mop[c],,pe161[c],3amp[c],pai14[c],,,peai15[c]
301,,,,,butACP[c],dcacoa[c],11m3oddcaACP[c],,,cro4[e]
302,,,,,ser_L[e],alaasp[e],etha[c],,,uaaGgla[c]
303,,,,,1tdec7eg3p[c],6m3oocACP[c],psi15[c],,,nh4[e]
304,,,,,ala_L[e],hexACP[c],gdpddman[c],,,galt1p[c]
305,,,,,alltn[c],h2[c],peai15[c],,,1hdec9eg3p[c]
306,,,,,core5[e],h2[e],cro4[e],,,ps160[c]
307,,,,,acgal[e],seln[c],uaaGgla[c],,,pe160[c]
308,,,,,L2aadp6sa[c],btamp[c],galt1p[c],,,fa11[c]
309,,,,,thp2c[c],msa[c],1hdec9eg3p[c],,,thfglu[c]
310,,,,,3hdecACP[c],metsox_S_L[e],ps160[c],,,myrstcaglc[c]
311,,,,,5mthex2eACP[c],2agpe161[c],pe160[c],,,1hdecg3p[c]
312,,,,,btn[e],metsox_S_L[c],fa11[c],,,adsel[c]
313,,,,,btal[c],pg181[c],thfglu[c],,,3padsel[c]
314,,,,,1itdecg3p[c],thymd[c],myrstcaglc[c],,,malthp[c]
315,,,,,10mundecACP[c],alagly[e],1hdecg3p[c],,,octeACP[c]
316,,,,,2agpe141[c],3dhgulnp[c],adsel[c],,,23cump[c]
317,,,,,crn[c],6mthept2eACP[c],3padsel[c],,,3ump[c]
318,,,,,fa4[c],inost[c],malthp[c],,,5odhf2a[c]
319,,,,,1hdecg3p[c],cro4[c],clpni16[c],,,acgam1p[c]
320,,,,,2mop[c],2obut[c],octeACP[c],,,4mhexACP[c]
321,,,,,ps120[c],thex2eACP[c],23cump[c],,,8m3ononACP[c]
322,,,,,3hmrsACP[c],thym[c],3ump[c],,,12dgr120[c]
323,,,,,6mocACP[c],2ahbut[c],4mhexACP[c],,,uaGgla[c]
324,,,,,occoa[c],dhptd[c],8m3ononACP[c],,,ctbt[e]
325,,,,,10m3hddcaACP[c],56dura[c],adcobdam[c],,,cdpdhdecg[c]
326,,,,,10mtddec2eACP[c],tagdp_D[c],uaGgla[c],,,tagdp_D[c]
327,,,,,ps161[c],23cgmp[c],ctbt[e],,,uaaAgla[c]
328,,,,,glyglu[c],4mtpent2eACP[c],uaaAgla[c],,,23cgmp[c]
329,,,,,metsox_R_L[e],udpgalfur[c],23cgmp[c],,,1aihpdecg3p[c]
330,,,,,fa1[c],L2aadp6sa[c],1aihpdecg3p[c],,,gdptp[c]
331,,,,,dtdprmn[c],pap[c],gdptp[c],,,12dgr161[c]
332,,,,,3hmp[c],3ohexACP[c],10m3oddcaACP[c],,,10m3oddcaACP[c]
333,,,,,pgp180[c],gln_L[e],cbl2[e],,,cdpdihpdecg[c]
334,,,,,tpalm2eACP[c],pg141[c],pe140[c],,,i16tcaacgam[c]
335,,,,,Tn_antigen[e],metsox_R_L[c],pmtcoa[c],,,cbl2[e]
336,,,,,3opalmACP[c],pre6a[c],10mtundec2eACP[c],,,pe140[c]
337,,,,,pa160[c],10mtundec2eACP[c],pg181[c],,,pmtcoa[c]
338,,,,,3mbutACP[c],3hmp[c],btamp[c],,,10mtundec2eACP[c]
339,,,,,gncore1_rl[e],pre6b[c],prodslfd[c],,,cdpdaipdecg[c]
340,,,,,3hhdcoa[c],btn[c],2hymeph[c],,,btamp[c]
341,,,,,lac_D[e],tddec2eACP[c],N1aspmd[c],,,prodslfd[c]
342,,,,,psai15[c],oxadpcoa[c],pai16[c],,,N1aspmd[c]
343,,,,,apoC_Lys_btn[c],gcald[c],5mtr[c],,,pai16[c]
344,,,,,aso4[c],7mocACP[c],23camp[c],,,5mtr[c]
345,,,,,aso4[e],cala[c],prl45tcaglc[c],,,6hmhpt[c]
346,,,,,3odcoa[c],12mtmrs2eACP[c],pgpi14[c],,,12dipdglyc[c]
347,,,,,pa141[c],14mtpalm2eACP[c],pg180[c],,,gly[e]
348,,,,,1agpe140[c],15dap[c],pap[c],,,23camp[c]
349,,,,,cdpdihpdecg[c],butACP[c],1odec11eg3p[c],,,udpacgal[c]
350,,,,,f1a_rl[e],15mtpalm2eACP[c],11mddcaACP[c],,,prl45tcaglc[c]
351,,,,,Naccitr_L[c],thp2c[c],aact[c],,,pap[c]
352,,,,,2dmmql8[c],5mthex2eACP[c],8mtnon2eACP[c],,,1odec11eg3p[c]
353,,,,,cdpditdecg[c],lac_D[c],1aipdecg3p[c],,,11mddcaACP[c]
354,,,,,acACP[c],acmam[c],1ihpdecg3p[c],,,8mtnon2eACP[c]
355,,,,,CE5656[c],13mtmrs2eACP[c],clpn180[c],,,1aipdecg3p[c]
356,,,,,4mhetz[c],5mdru1p[c],adocbi[c],,,12dihdglyc[c]
357,,,,,gal1b3acgal[e],14mtpentdec2eACP[c],clpni17[c],,,1ihpdecg3p[c]
358,,,,,pgp141[c],12mttritec2eACP[c],pe141[c],,,focytC[c]
359,,,,,2hdec9eg3p[c],10mtddec2eACP[c],alaasp[c],,,2ahhmp[c]
360,,,,,pgpai15[c],,cd2[e],,,ps141[c]
361,,,,,2agpe181[c],,9mtdec2eACP[c],,,pe141[c]
362,,,,,but2eACP[c],,pai17[c],,,alaasp[c]
363,,,,,ivcoa[c],,mi3p_D[c],,,cd2[e]
364,,,,,HC01652[c],,psi16[c],,,9mtdec2eACP[c]
365,,,,,HC01710[c],,agm[c],,,pai17[c]
366,,,,,pai14[c],,peai17[c],,,mi3p_D[c]
367,,,,,urate[c],,hdeACP[c],,,cdpdodecg[c]
368,,,,,11m3oddcaACP[c],,cdpddg[c],,,agm[c]
369,,,,,etha[c],,cd2[c],,,taur[e]
370,,,,,psi15[c],,mi4p_D[c],,,12dgr141[c]
371,,,,,1aihpdecg3p[c],,paps[c],,,peai17[c]
372,,,,,peai15[c],,palmtcaglc[c],,,hdeACP[c]
373,,,,,cro4[e],,3amp[c],,,ps181[c]
374,,,,,pgp161[c],,co1dam[c],,,cdpddg[c]
375,,,,,fmnh2[c],,pei15[c],,,cd2[c]
376,,,,,pre8[c],,1tdecg3p[c],,,mi4p_D[c]
377,,,,,uaaGgla[c],,i17tcaglc[c],,,paps[c]
378,,,,,fecrm[c],,pe181[c],,,tag6p_D[c]
379,,,,,10mddcaACP[c],,hdca[e],,,palmtcaglc[c]
380,,,,,2odec11eg3p[c],,1odecg3p[c],,,ps161[c]
381,,,,,glyc3p[e],,glyb[e],,,3amp[c]
382,,,,,btn_co2[c],,3gmp[c],,,pei15[c]
383,,,,,nh4[e],,clpni15[c],,,dhptd[c]
384,,,,,ps160[c],,pg161[c],,,1tdecg3p[c]
385,,,,,pe160[c],,idour[e],,,i17tcaglc[c]
386,,,,,fa11[c],,pe120[c],,,pe181[c]
387,,,,,thfglu[c],,galt[e],,,hdca[e]
388,,,,,56dthm[c],,psi14[c],,,1odecg3p[c]
389,,,,,aso3[e],,pgp140[c],,,psi16[c]
390,,,,,aso3[c],,4mthex2eACP[c],,,fuc_L[c]
391,,,,,tdec2eACP[c],,lac_L[e],,,fcl_L[c]
392,,,,,pendp[c],,11mtddec2eACP[c],,,glyb[e]
393,,,,,malthp[c],,udpgalfur[c],,,3gmp[c]
394,,,,,3aib_D[c],,urcan[c],,,pe120[c]
395,,,,,3hadpcoa[c],,,,,cdpdodec11eg[c]
396,,,,,2tdec7eg3p[c],,,,,galt[e]
397,,,,,2tdecg3p[c],,,,,psi14[c]
398,,,,,5odhf2a[c],,,,,ps180[c]
399,,,,,dtdp4d6dm[c],,,,,4mthex2eACP[c]
400,,,,,2agpe140[c],,,,,lac_L[e]
401,,,,,lald_L[c],,,,,11mtddec2eACP[c]
402,,,,,8m3ononACP[c],,,,,psi15[c]
403,,,,,tmrs2eACP[c],,,,,udpgalfur[c]
404,,,,,1agpe181[c],,,,,
405,,,,,metsox_S_L[c],,,,,
406,,,,,sT_antigen_rl[e],,,,,
407,,,,,uaaAgla[c],,,,,
408,,,,,4mtpent2eACP[c],,,,,
409,,,,,gdptp[c],,,,,
410,,,,,10m3oddcaACP[c],,,,,
411,,,,,xyl_D[c],,,,,
412,,,,,xyl_D[e],,,,,
413,,,,,pre6a[c],,,,,
414,,,,,pe140[c],,,,,
415,,,,,ichor[c],,,,,
416,,,,,pmtcoa[c],,,,,
417,,,,,btamp[c],,,,,
418,,,,,2hymeph[c],,,,,
419,,,,,pai16[c],,,,,
420,,,,,5mtr[c],,,,,
421,,,,,23ddhb[c],,,,,
422,,,,,2odecg3p[c],,,,,
423,,,,,2agpe180[c],,,,,
424,,,,,focytC[c],,,,,
425,,,,,15dap[c],,,,,
426,,,,,hdeACP[c],,,,,
427,,,,,thglu[c],,,,,
428,,,,,7mocACP[c],,,,,
429,,,,,pgpi14[c],,,,,
430,,,,,alagln[e],,,,,
431,,,,,pap[c],,,,,
432,,,,,fecrm[e],,,,,
433,,,,,11mddcaACP[c],,,,,
434,,,,,5dglcn[c],,,,,
435,,,,,1aipdecg3p[c],,,,,
436,,,,,14mtpentdec2eACP[c],,,,,
437,,,,,selnp[c],,,,,
438,,,,,pe141[c],,,,,
439,,,,,pydxn[e],,,,,
440,,,,,cd2[e],,,,,
441,,,,,4mhexACP[c],,,,,
442,,,,,9mtdec2eACP[c],,,,,
443,,,,,pai17[c],,,,,
444,,,,,1agpe161[c],,,,,
445,,,,,psi16[c],,,,,
446,,,,,agm[c],,,,,
447,,,,,dtdp4d6dg[c],,,,,
448,,,,,pgp160[c],,,,,
449,,,,,peai17[c],,,,,
450,,,,,ac[e],,,,,
451,,,,,8mtnon2eACP[c],,,,,
452,,,,,cd2[c],,,,,
453,,,,,pgp120[c],,,,,
454,,,,,acnam2a6agal[e],,,,,
455,,,,,sTn_antigen[e],,,,,
456,,,,,dhpmp[c],,,,,
457,,,,,pei15[c],,,,,
458,,,,,thymd[c],,,,,
459,,,,,dhptd[c],,,,,
460,,,,,msa[c],,,,,
461,,,,,dd2coa[c],,,,,
462,,,,,10mtundec2eACP[c],,,,,
463,,,,,pe181[c],,,,,
464,,,,,3ophb[c],,,,,
465,,,,,gln_L[e],,,,,
466,,,,,hdd2coa[c],,,,,
467,,,,,chols[c],,,,,
468,,,,,glyb[e],,,,,
469,,,,,13mtmrs2eACP[c],,,,,
470,,,,,dc2coa[c],,,,,
471,,,,,12mttritec2eACP[c],,,,,
472,,,,,pe120[c],,,,,
473,,,,,psi14[c],,,,,
