,fuc_L[e],dcmp[c],dcyt[c],s17bp[c],dhap[c],f1a_rl[e],cys_L[c],tsul[c],so4[c],so4[e],ttdcea[c],acnam[e],k[c],udpg[c],zn2[c],g3p[c],dadp[c],dgtp[c],fru[e],nicrnt[c],dnad[c],gal[e],tyr_L[c],fad[c],udp[c],myrstca1[c],cdpdihdecg[c],pgpi16[c],salcn[e],h2o[e],dhor_S[c],q8h2[c],dhlpro[c],cl[c],dhlam[c],ocdcaACP[c],pa180[c],sT_antigen_rl[e],dkdi[c],5dgclur[c],trdox[c],oaa[c],gln_L[c],fa6[c],ihdcoa[c],glu5sa[c],csn[e],dtdp[c],pro_L[c],trp_L[c],2agpg140[c],ttdca[c],2obut[c],glu_D[c],PGP[c],g6p_B[c],utp[c],xan[c],2ins[c],camp[c],thf[c],uaaAgtla[c],asn_L[c],2dda7p[c],glygln[e],ohpb[c],phthr[c],4abz[c],dhpt[c],2dhp[c],5mthglu[c],amet[c],nicrns[c],g3pc[c],drib[e],glc_bD[c],paai17[c],cdpdaihpdecg[c],h2s[c],pant_R[c],2hdecg3p[c],leu_L[c],glyc[c],glyald[c],dad_2[c],ppap[c],orot5p[c],dctp[c],pi[e],met_L[c],metala[c],orn[c],2agpg180[c],g3pg[c],pa120[c],cdpdddecg[c],uacgam[c],ai17tcaacgam[c],alltn[c],inost[c],urea[c],urea[e],ppp9[c],ru5p_D[c],pydx5p[c],ca2[c],mlthf[c],cu2[c],cd2[c],25aics[c],1agpe180[c],etoh[c],hxan[c],imp[c],cmp[c],pan4p[c],no2[c],ACP[c],na1[e],maltttr[c],arg_L[e],2ddecg3p[c],malt[e],1agpg181[c],dgdp[c],ugmd[c],cdpdipdecg[c],ump[c],glypro[c],mg2[c],4ppcys[c],acnam[c],g1p[c],trdrd[c],dutp[c],glyc45tca[c],fdp[c],val_L[e],val_L[c],his_L[c],alahis[c],ser_D[c],uamr[c],acmanap[c],core2_rl[e],fadh2[c],orot[c],mal_L[c],itdcoa[c],glytyr[c],1tdecg3p[c],HC01651[c],agam1b6agal[e],datp[c],1agpe141[c],g3pe[c],pppi[c],g6p[c],1hdec9eg3p[c],hdcea[c],inost[e],citr_L[c],argsuc[c],for[c],e4p[c],fum[c],lys_L[c],ai15tca1[c],adhlam[c],lpam[c],fdxrd[c],fdxox[c],2p4c2me[c],xylu_L[c],gua[c],dgsn[c],dtdpglu[c],lcts[c],gal[c],meoh[c],glycogen[c],cobalt2[c],cyst_L[c],2s5epchc[c],dhna[c],2dmmql8[c],btn[c],chor[c],4adcho[c],10fthf[c],2agpe160[c],hdca[c],dtmp[c],4hba[c],fe3[c],cl[e],2dmmq8[c],palmtcaacgam[c],6a2ohxnt[c],uppg3[c],cpppg3[c],clpn160[c],pg160[c],HC01376[c],ivcoa[c],grdp[c],xtsn[c],f6p[c],glyb[c],4ppan[c],glyasp[e],succ[c],accoa[c],3c3hmp[c],uaagmda[c],uaagtmda[c],gtp[c],acnam2a6agal[e],glyglu[e],acgam[e],glygln[c],dextrin[e],dextrin[c],ac[c],pg140[c],clpn140[c],ile_L[c],q8[c],dsT_antigen_rl[e],fc1p[c],HC01435[c],ugmda[c],6pgl[c],fmn[c],ppcoa[c],gsn[c],sttca1[c],sttcaacgam[c],thm[c],cdpdodec11eg[c],cdp[c],ai15tcaacgam[c],thr_L[e],no2[e],mqn8[c],alathr[c],thr_L[c],3mob[c],co2[e],duri[c],HC01609[c],paai15[c],aihpdcoa[c],fa12[c],alagly[c],alltn[e],fprica[c],o2[c],1ipdecg3p[c],2mbcoa[c],amopbut_L[c],3a2opp[c],ficytC[c],2dr5p[c],acald[c],r1p[c],mn2[e],mn2[c],2agpg161[c],26dap_M[c],6pgc[c],succ[e],alagln[c],lipoate[c],pheme[c],palmtca1[c],pgai17[c],clpnai17[c],cdpdaipdecg[c],ala_L[c],pgi17[c],i15tcaacgam[c],3c4mop[c],T_antigen[e],34hpp[c],fgam[c],myrstcaacgam[c],cbmt[c],thmpp[c],met_L[e],rmn[c],rml[c],h2mb4p[c],pa140[c],cdpdtdecg[c],4pasp[c],pgpai17[c],ipdp[c],frdp[c],alaala[c],arg_L[c],ins[c],malt[c],glc_D[c],fe2[c],adocbl[c],dpcoa[c],rhcys[c],ahcys[c],dmpp[c],10fthf5glu[c],glu5p[c],sl26da[c],ser_L[c],abt[c],gam6p[c],gam1p[c],actp[c],Largn[c],lgt_S[c],lac_L[c],pro_L[e],gmp[c],glyasp[c],glyc45tcaglc[c],pser_L[c],acgam6p[c],26dap_LL[c],fa3[c],s7p[c],odecoa[c],cbasp[c],udcpdp[c],pgpi17[c],ddca[c],aicar[c],sucbz[c],udpglcur[c],cbl2[c],tdcoa[c],cbl1[e],i14tcaacgam[c],lald_L[c],aspsa[c],hom_L[c],cd2[e],k[e],C11821[c],alaleu[e],glyasn[e],glyasn[c],cytd[e],pep[c],suc6p[c],i16tca1[c],2ippm[c],3c2hmp[c],pgp181[c],h2o2[c],ocdca[c],ibcoa[c],2mp2coa[c],i14tca1[c],met_D[e],met_D[c],1ihdecg3p[c],palmACP[c],pa161[c],cdpdhdec9eg[c],prl45tcaala[c],glyc45tcaala_D[c],mbdg[c],gal1p[c],hco3[c],acser[c],so3[c],ai17tca1[c],acmana[c],acgam[c],r5p[c],ribflv[c],ribflv[e],sucr[e],i15tca1[c],ura[c],lac_D[c],cdpdodecg[c],dudp[c],phom[c],gdp[c],gdpmann[c],hmbil[c],xmp[c],drib[c],f1p[c],alaasp[e],alaasp[c],dgmp[c],4hbz[c],glyphe[c],achms[c],adn[c],glypro[e],metsox_S_L[e],pgai15[c],clpnai15[c],adocbl[e],3mop[c],5fthf[c],ala_B[c],sbzcoa[c],alac_S[c],dcdp[c],phe_L[c],alahis[e],alaglu[e],na1[c],ala_L[e],dcamp[c],dxyl5p[c],tdeACP[c],indpyr[c],1agpe160[c],5aizc[c],2mpdhl[c],2ahbut[c],hethmpp[c],uaccg[c],4mop[c],cbl1[c],cellb[c],msa[c],maltpt[c],thdp[c],prl45tcaglc[c],his_L[e],ppa[c],methf[c],4hthr[c],pa181[c],ocdcea[c],1ddecg3p[c],5aop[c],ppbng[c],mql8[c],sl2a6o[c],gly[e],cgly[e],cgly[c],2mb2coa[c],metala[e],psd5p[c],proteinsynth[c],dhf[c],uaaGgtla[c],prpp[c],pran[c],2agpe161[c],udpgal[c],2ahhmd[c],4c2me[c],skm[c],i17tcaacgam[c],malthp[c],2cpr5p[c],l2a6o[c],ppi[e],succoa[c],HC00695[c],2agpe120[c],ala_D[e],ala_D[c],aipdcoa[c],dump[c],actn_R[c],phyQ[c],glyc_R[c],3pg[c],4hpro_LT[c],ser_D[e],asn_L[e],glycogenb[c],5hxudidzcba[c],alltn_R[c],ipdcoa[c],rnam[c],malthx[c],pai15[c],cdpdhdecg[c],pphn[c],hcys_L[c],sT_antigen[e],asp_L[e],fpram[c],pgi16[c],ihpdcoa[c],pgpi15[c],octdp[c],2mecdp[c],pgi14[c],clpni14[c],cytd[c],idp[c],metsox_R_L[c],alagly[e],1agpe120[c],d5kg[c],cbp[c],melib[c],dttp[c],alaglu[c],no3[c],xylu_D[c],xyl_D[c],fmnh2[c],stcoa[c],1pipdn2c[c],pnto_R[c],hdcoa[c],3psme[c],arbt[e],ser_L[e],1tdec7eg3p[c],gal1b3acgal[e],phyldpp[c],2agpg120[c],metsox_S_L[c],L2aadp6sa[c],thp2c[c],23dhdp[c],gar[c],nac[c],nac[e],peptmet_L[c],btn[e],4per[c],cit[e],glyclt[c],madg[c],1itdecg3p[c],malttr[c],dmphqno[c],1odec11eg3p[c],2agpe141[c],mg2[e],glyleu[c],glymet[e],glymet[c],ttc_ggdp[c],fa4[c],1hdecg3p[c],rbl_L[c],ru5p_L[c],xu1p_L[c],din[c],fe3[e],2agpg181[c],cobalt2[e],pgi15[c],1agpg141[c],lys_L[e],phpyr[c],unaga[c],sTn_antigen[e],rml1p[c],glyglu[c],metsox_R_L[e],2dr1p[c],fa1[c],ile_L[e],4mpetz[c],dtdprmn[c],1pyr5c[c],2mop[c],1odecg3p[c],zn2[e],cit[c],imacp[c],hisp[c],thm[e],2aobut[c],glycys[c],glu_L[e],1agpg120[c],pgp180[c],core8[e],Tn_antigen[e],5mta[c],ade[c],pa160[c],2ombz[c],2ommb[c],udcpp[c],3dhsk[c],fru[c],3h3mop[c],23dhmp[c],rib_D[c],i17tca1[c],dsT_antigen[e],thym[c],lac_D[e],apoC_Lys_btn[c],ametam[c],lpro[c],pa141[c],cdpdtdec7eg[c],1agpe140[c],uri[c],cdpdihpdecg[c],peptmetox_L[c],d5kgp[c],2agpg141[c],3php[c],xan[e],4hbz[e],xu5p_D[c],cdpditdecg[c],CE5656[c],2pg[c],2shchc[c],pgp141[c],rnatrans[c],2hdec9eg3p[c],pgpai15[c],2agpe181[c],btcoa[c],fuc_L[c],thglu[c],HC01652[c],HC01710[c],pai14[c],tyr_L[e],rib_D[e],alaleu[c],etha[c],core2[e],ca2[e],ddcaACP[c],2me4p[c],itp[c],33hmeoxobut[c],pgp161[c],hxan[e],isomal[c],arab_L[c],uaaGgla[c],1agpg161[c],glu1sa[c],2odec11eg3p[c],glyc3p[e],btn_co2[c],o2[e],nh4[e],1p3h5c[c],agam1b3agal[e],fa11[c],thfglu[c],13dpg[c],dnarep[c],f1a[e],ptrc[c],xu5p_L[c],clpni16[c],octeACP[c],2tdec7eg3p[c],2tdecg3p[c],dtdp4d6dm[c],acgam1p[c],core6[e],2agpe140[c],acgal[e],man1p[c],trnaglu[c],ichor[c],h2[c],h2[e],1agpe181[c],uaGgla[c],air[c],pram[c],prlp[c],prfp[c],glc_D[e],man6p[c],uaaAgla[c],ura[e],prl45tca[c],1aihpdecg3p[c],3ig3p[c],gdptp[c],glyphe[e],2agpg160[c],raffin[c],cdpglyc[c],salc6p[c],i16tcaacgam[c],cbl2[e],pmtcoa[c],btamp[c],glytyr[e],acorn[c],pai16[c],ncam[c],damp[c],cys_L[e],5mtr[c],uama[c],b2coa[c],rbl_D[c],skm5p[c],chol[c],uamag[c],2odecg3p[c],2agpe180[c],focytC[c],fcl_L[c],anth[c],gal1a3acgal[e],dhnpt[c],gcald[c],udpacgal[c],pgpi14[c],alagln[e],pg180[c],pap[c],phe_L[e],myrsACP[c],aact[c],1aipdecg3p[c],leu_L[e],core3[e],1ihpdecg3p[c],clpn180[c],5mthf[c],2ahhmp[c],clpni17[c],23dhmb[c],uGgla[c],pai17[c],glutrna[c],mi3p_D[c],1agpe161[c],uagmda[c],3dhq[c],e4hglu[c],4h2oglt[c],malcoa[c],cu2[e],dtdp4d6dg[c],fol[c],glycys[e],1agpg160[c],nmn[c],pgp160[c],arbt6p[c],malthx[e],hdeACP[c],ac[e],indole[c],glyc[e],spmd[c],for[e],no[e],pgp120[c],mi4p_D[c],adpglc[c],thymd[c],pppg9[c],dhptd[c],thmmp[c],1agpg140[c],fe2[e],sucr[c],1agpg180[c],dha[c],ahdt[c],csn[c],gln_L[e],no3[e],suchms[c],2pglyc[c],alathr[e],malttr[e],glyb[e],clpni15[c],cpppg1[c],nmn[e],glyleu[e],mi1p_D[c],lac_L[e],gthrd[c],adprib[c],pgp140[c],udpgalfur[c]
fuc_L[e],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dcmp[c],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
