,ptrc_c,db4p_c,r5p_c,gln_L_c,alagln_c,glu_D_c,s17bp_c,dhap_c,2ahhmp_c,2ommb_c,ocmhmxbq_c,4mpentACP_c,pphn_c,2omph_c,glu_L_e,na1_c,lys_L_c,cys_L_c,tsul_c,clpni17_c,pgi17_c,apoC_Lys_btn_c,cob_c,comSScob_c,ps141_c,pe141_c,ihdcoa_c,1hdecg3p_c,clpn180_c,mql8_c,mqn8_c,so4_c,so4_e,hexACP_c,pe120_c,succoa_c,fdxox_c,10fthf_c,10m3oundecACP_c,aspsa_c,dmpp_c,grdp_c,itp_c,val_L_c,3mob_c,pei17_c,8mnonACP_c,3hdecACP_c,succ_c,q8h2_c,ins_c,hxan_c,8m3odcaACP_c,4hbz_c,indole_e,dttp_c,dhna_c,dmphqno_c,36dahx_c,udpg_c,HC01710_c,cd2_e,34hpp_c,g3p_c,zn2_c,alaasp_c,cdpdodec11eg_c,2omhmbl_c,glyc3p_c,pgp180_c,3hpalmACP_c,tpalm2eACP_c,dadp_c,dgtp_c,asp_L_c,iasp_c,nicrnt_c,dnad_c,s7p_c,cit_c,ocACP_c,3odecACP_c,his_L_c,adocbl_c,tyr_L_c,q8_c,oaa_c,fad_c,dump_c,dtmp_c,2ombzl_c,acac_c,uamag_c,ru5p_D_c,ddcaACP_c,agdpcbi_c,4mhexACP_c,4m3ohexACP_c,hepdp_c,palmACP_c,3haACP_c,lac_D_e,lac_D_c,3hddecACP_c,dtdp_c,15mpalmACP_c,1ihdecg3p_c,5m3ohexACP_c,dhor_S_c,itdcoa_c,1itdecg3p_c,dhlpro_c,cl_c,mg2_c,pe180_c,mn2_c,dhlam_c,ahcys_c,dgsn_c,f6p_c,xu5p_D_c,hom_L_c,phom_c,fa11_c,udcpp_c,ump_c,ocdcaACP_c,pa180_c,gdp_c,dcyt_c,isobut_c,o2_c,gicolipa_c,hcys_L_c,5m3hhexACP_c,malcoa_c,malACP_c,3opalmACP_c,gthrd_c,pyr_c,cdp_c,din_e,12m3otridecACP_c,12m3htridecACP_c,ura_c,2ombz_c,ser_L_c,trdox_c,hlipa_c,hhlipa_c,peai17_c,adn_c,aacoa_c,glycogenb_c,lipidAds_c,lipidA_c,cdpdihdecg_c,thf_c,methf_c,pro_L_c,glyleu_c,leu_L_c,cu2_c,fol_e,3dhsk_c,fa6_c,btoh_c,btal_c,dgmp_c,dgdp_c,ac_c,fum_c,2dmmq8_c,arg_L_c,citr_L_c,ugmd_c,ile_L_c,pheme_c,5forthf_c,datp_c,uri_c,amet_c,pppi_c,13dpg_c,hdcea_c,10m3hundecACP_c,achms_c,met_L_c,met_L_e,alaglu_c,9m3hdcaACP_c,9mtdec2eACP_c,prpp_c,5mthf_c,h2mb4p_c,xmp_c,glyasn_c,4mop_c,phe_L_c,6mocACP_c,PGP_c,xan_c,xtsn_c,akg_c,ppcoa_c,phpyr_c,utp_c,dad_2_e,fol_c,5aizc_c,gmhep17bp_c,pg180_c,cobalt2_c,skm5p_c,9mdcaACP_c,gar_c,u3hga_c,ipdcoa_c,6m3oheptACP_c,h2o_e,gly_e,clpnai15_c,pgai15_c,sql_c,trp_L_c,thmpp_c,for_c,asn_L_c,dudp_c,peptmetox_L_c,ala_D_c,ohpb_c,phthr_c,3pg_c,dnarep_c,4abz_c,dhpt_c,rib_D_c,e4p_c,k_c,mg2_e,12m3omyrsACP_c,8m3hnonACP_c,ribflv_e,3mbutACP_c,spmd_c,13m3omyrsACP_c,mal_L_c,5mhexACP_c,mn2_e,cbp_c,cbasp_c,u23ga_c,udp_c,paai17_c,cdpdaihpdecg_c,ser_L_e,uri_e,cu2_e,pant_R_c,ppa_c,ppa_e,kdolipid4_c,11mddcaACP_c,glyc_c,glyald_c,uGgla_c,accoa_c,2ohph_c,isobut_e,r1p_c,4m3hhexACP_c,dcamp_c,ocdcea_c,clpnai17_c,thr_L_c,dxyl5p_c,nac_c,ppap_c,dad_2_c,ribflv_c,myrsACP_c,cit_e,but2eACP_c,butACP_c,proteinsynth_c,gmp_c,metsox_S_L_c,gmhep1p_c,3hhexACP_c,cdpdodecg_c,ps180_c,btcoa_c,orot5p_c,dctp_c,pnto_R_e,pnto_R_c,pi_e,pai17_c,cdpdihpdecg_c,leu_L_e,adphep_DD_c,adphep_LD_c,metala_c,colipa_c,pa120_c,cdpdddecg_c,uacgam_c,uaagmda_c,acser_c,8m3ononACP_c,3php_c,rnatrans_c,urea_c,urea_e,g6p_c,1pyr5c_c,pgai17_c,pydx5p_c,12mmyrsACP_c,pa161_c,udcpdp_c,10mtddec2eACP_c,h2o2_c,ca2_c,3hoctaACP_c,3ooctdACP_c,mlthf_c,nac_e,pheme_e,indole_c,duri_c,phhlipa_c,lpro_c,hphhlipa_c,9m3odcaACP_c,1aihpdecg3p_c,pgpi17_c,25aics_c,2aobut_c,etoh_c,gtp_c,imp_c,ihpdcoa_c,gsn_c,cmp_c,hco3_c,udpglcur_c,pan4p_c,2me4p_c,12m3hmyrsACP_c,3hoctACP_c,15m3opalmACP_c,na1_e,dcdp_c,maltttr_c,uaccg_c,uamr_c,arg_L_e,din_c,2dr1p_c,15m3hpalmACP_c,11m3hddcaACP_c,11m3oddcaACP_c,actp_c,ppgpp_c,tag6p_D_c,com_c,5mthex2eACP_c,pa141_c,cdpdtdec7eg_c,cdpdipdecg_c,spmd_e,isocapr_c,agm_c,peptmet_L_c,aipdcoa_c,ugmda_c,uagmda_c,6m3hheptACP_c,26dap_M_e,26dap_M_c,7m3hocACP_c,7m3oocACP_c,trp_L_e,dhf_c,8m3hdcaACP_c,man1p_c,4ppcys_c,ahdt_c,2pg_c,g1p_c,pb_c,pb_e,glc_bD_c,g6p_B_c,trdrd_c,4adcho_c,isoval_e,isoval_c,4r5au_c,dmlz_c,psi14_c,glymet_c,fprica_c,fe2_c,trnaglu_c,fa4_c,1ipdecg3p_c,forglu_c,ivcoa_c,fdp_c,val_L_e,psi16_c,amopbut_L_c,psd5p_c,4m3hpentACP_c,udpgal_c,alahis_c,gmhep7p_c,malthx_c,maltpt_c,e4hglu_c,4h2oglt_c,hdcoa_c,fdxrd_c,pmtcoa_c,12mtridecACP_c,fadh2_c,ac_e,damp_c,tdchola_e,C02528_e,h2s_c,5prdmbz_c,orot_c,3ooctACP_c,7mtoct2eACP_c,toct2eACP_c,glytyr_c,glypro_c,1tdecg3p_c,HC01651_c,thm_c,thmmp_c,pro_L_e,sheme_c,dutp_c,glyasp_c,3a2opp_c,pdx5p_c,fru_c,8mdcaACP_c,glyphe_c,kdo2lipid4_c,kdo2lipid4L_c,1odec11eg3p_c,stcoa_c,4hbz_e,sl2a6o_c,alaala_c,fe3_c,ttdca_c,ttdca_e,fe3_e,3oddecACP_c,skm_c,pram_c,dtdp4d6dg_c,dtdp4d6dm_c,psai15_c,pep_c,2ommbl_c,cdpditdecg_c,mmcoa_S_c,thm_e,acACP_c,actACP_c,14mpentdecACP_c,14m3opalmACP_c,rnam_c,adocbi_c,toctd2eACP_c,man6p_c,kphphhlipa_c,pgi16_c,2mahmp_c,dtdprmn_c,mphze_c,gagicolipa_c,fpram_c,pser_L_c,Largn_c,glutrna_c,fa12_c,2p4c2me_c,4ampm_c,4hthr_c,15mtpalm2eACP_c,cdpdhdecg_c,fa1_c,gua_c,3mop_c,dtdpglu_c,lcts_c,gal_c,tyr_L_e,prodslfd_c,prodthl_c,malttr_c,malt_c,icolipa_c,Ssq23epx_c,glycogen_c,6m3hocACP_c,cro4_e,nicrns_c,gam6p_c,6mtoct2eACP_c,ocdcea_e,10mddcaACP_c,cbl1_c,1odecg3p_c,2dmmql8_c,dhmphze_c,tchola_e,taur_e,ocdca_c,ipdp_c,4ppan_c,chor_c,2oph_c,gchola_e,cholate_e,kdo_c,4hba_c,3psme_c,sheme_e,cl_e,pgpai17_c,his_L_e,tdeACP_c,1tdec7eg3p_c,thfglu_c,3omrsACP_c,btn_co2_c,so3_c,u3aga_c,psi17_c,HC01652_c,clpn160_c,pg160_c,glc_D_c,pai14_c,pgi15_c,clpni15_c,phyldpp_c,alaleu_c,ibcoa_c,cgly_c,14m3opentdecACP_c,14m3hpentdecACP_c,ps120_c,asn_L_e,hg2_c,hg2_e,octdp_c,1aipdecg3p_c,ca2_e,zn2_e,pa160_c,aihpdcoa_c,dpcoa_c,10mundecACP_c,2mbcoa_c,dgsn_e,ocdca_e,dextrin_c,10m3oddcaACP_c,aicar_c,2mpropACP_c,dha_c,dextrin_e,psai17_c,glygln_c,frdp_c,ckdo_c,pg140_c,clpn140_c,pei14_c,peai15_c,2mbutACP_c,14mpalmACP_c,4c2me_c,cytd_c,4mthex2eACP_c,octeACP_c,fmn_c,alpro_c,hdeACP_c,ins_e,11mtddec2eACP_c,pai15_c,thr_L_e,dgchol_e,ggagicolipa_c,alathr_c,co2_e,dcyt_e,paai15_c,alagly_c,kdo8p_c,acald_c,isomal_c,urcan_c,4izp_c,gam1p_c,mqn7_c,2dmmq7_c,tdcoa_c,ficytC_c,glyc_e,idp_c,air_c,uaaGgla_c,2dr5p_c,cd2_c,8mtdec2eACP_c,phphhlipa_c,4pasp_c,succ_e,1ihpdecg3p_c,uama_c,cdpdaipdecg_c,clpni14_c,pgi14_c,cys_L_e,fgam_c,ps181_c,6mheptACP_c,cdpdtdecg_c,3hmrsACP_c,8mtnon2eACP_c,pa140_c,4mpetz_c,10m3hddcaACP_c,ala_L_e,lanost_c,lanost_e,pei16_c,hdca_c,dcaACP_c,o2_e,nh4_e,4ahmmp_c,uaGgla_c,gthox_e,gthox_c,dhnpt_c,10fthf5glu_c,ps160_c,pe160_c,but_c,lgt_S_c,pe181_c,o2s_c,glyglu_c,adn_e,14m3hpalmACP_c,2mecdp_c,13m3hmyrsACP_c,dcmp_c,f1p_c,adocbip_c,glycys_c,suchms_c,tdec2eACP_c,udpacgal_c,fa3_c,ala_B_c,odecoa_c,duri_e,25dhpp_c,gggagicolipa_c,isocapr_e,clpni16_c,ncam_c,gdptp_c,4m3opentACP_c,butpi_c,lipa_c,cytd_e,thdp_c,ru5p_L_c,xu5p_L_c,2mp2coa_c,thex2eACP_c,23dhdp_c,lys_L_e,rdmbzi_c,lipidX_c,pnp_c,cdpdhdec9eg_c,pai16_c,4per_c,mmcoa_R_c,2mb2coa_c,12mtmrs2eACP_c,acgam1p_c,thymd_e,phe_L_e,ps161_c,1ddecg3p_c,gsn_e,thymd_c,gdpmann_c,quln_c,tmrs2eACP_c,mthgxl_c,13mmyrsACP_c,psi15_c,pei15_c,drib_c,6m3oocACP_c,h2_c,h2_e,3ophb_c,26dap_LL_c,2pglyc_c,glyclt_c,btamp_c,adcobdam_c,5fthf_c,ppi_e,co1dam_c,lpam_c,mqn7_e,7mocACP_c,tddec2eACP_c,b2coa_c,6mthept2eACP_c,cro4_c,35dacap_c,fe2_e,ile_L_e,tagdp_D_c,k_e,ade_c,4mtpent2eACP_c,udpgalfur_c,pe161_c,pa181_c,pap_c,3ohexACP_c,cobalt2_e,but_e,HC01104_c,2ahhmd_c,10mtundec2eACP_c,14mtpalm2eACP_c,malthp_c,pe140_c,l2a6o_c,sucr_c,btn_c,hdca_e,ps140_c,g1p_B_c,ara5p_c,1hdec9eg3p_c,anth_c,13mtmrs2eACP_c,gcald_c,4abut_c,aact_c,glu5sa_c,14mtpentdec2eACP_c,12mttritec2eACP_c,focytC_c
ptrc_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db4p_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
