,asp_L_e,db4p_c,stcoa_c,pa180_c,r5p_c,gln_L_c,alagln_c,glu_D_c,glytyr_c,s17bp_c,dhap_c,val_L_c,pgpai15_c,pgai15_c,glu_L_e,na1_c,2dhp_c,pant_R_c,lys_L_c,raffin_e,raffin_c,cys_L_c,tsul_c,clpni17_c,pgi17_c,rib_D_c,g3pg_c,ihdcoa_c,1hdecg3p_c,mql8_c,mqn8_c,glyb_e,glyb_c,so4_c,so4_e,1agpg120_c,for_c,ttdcea_c,gal1p_c,udpgal_c,aspsa_c,dmpp_c,grdp_c,itp_c,glyleu_c,3hdecACP_c,ins_c,hxan_c,8m3odcaACP_c,succ_c,q8h2_c,udpg_c,indole_e,nac_c,nicrnt_c,dttp_c,alaasp_c,cd2_e,zn2_c,g3p_c,pgpi14_c,pgi14_c,methf_c,ctp_c,cdpdodec11eg_c,malt_e,pgp180_c,dadp_c,3hpalmACP_c,dgtp_c,dnad_c,fru_e,s7p_c,his_L_c,cit_c,3hocoa_c,tyr_L_c,q8_c,4r5au_c,oaa_c,fad_c,dump_c,dtmp_c,uamag_c,ru5p_D_c,4m3ohexACP_c,cdpdihdecg_c,pgpi16_c,cgly_c,no3_c,Lcyst_e,26dap_M_c,lac_D_e,lac_D_c,23dhmb_c,26dap_LL_c,3hddecACP_c,dtdp_c,1ihdecg3p_c,5m3ohexACP_c,dhor_S_c,itdcoa_c,1itdecg3p_c,cl_c,mg2_c,mn2_c,ptrc_c,dhlam_c,f6p_c,xu5p_D_c,hom_L_c,phom_c,udcpp_c,ump_c,ocdcaACP_c,gdp_c,o2_c,5mta_c,ade_c,5m3hhexACP_c,palmACP_c,pa160_c,cdp_c,12m3otridecACP_c,12m3htridecACP_c,ura_c,gbbtn_e,trdox_c,tma_e,glyc_R_c,rib_D_e,uri_c,r1p_c,glycogenb_c,l2a6o_c,5aop_c,cdpdipdecg_c,cmp_c,ac_c,n8aspmd_c,leu_L_c,cu2_c,3dhsk_c,glyald_c,glu5sa_c,btoh_c,btal_c,dgmp_c,dgdp_c,fum_c,2dmmq8_c,arg_L_c,citr_L_c,ugmd_c,ile_L_c,frdp_c,ggdp_c,3ohcoa_c,datp_c,ddca_c,pro_L_c,amet_c,3ohdcoa_c,13dpg_c,10m3hundecACP_c,2agpg140_c,ttdca_c,5mthglu_c,thglu_c,alaglu_c,prpp_c,glyasn_c,h2mb4p_c,1agpe120_c,g3pe_c,PGP_c,xan_c,xtsn_c,akg_c,alathr_e,ppcoa_c,phe_L_c,phpyr_c,utp_c,5aizc_c,camp_c,skm5p_c,2maacoa_c,gar_c,btcoa_c,fdxox_c,34hpp_c,6m3oheptACP_c,trp_L_c,asn_L_c,2dda7p_c,glygln_e,dudp_c,peptmetox_L_c,ala_D_c,3pg_c,dnarep_c,e4p_c,k_c,mg2_e,12m3omyrsACP_c,dutp_c,8m3hnonACP_c,g3pc_c,ribflv_e,pydam_c,pyam5p_c,10fthf_c,mal_L_c,drib_e,actp_c,mn2_e,cbp_c,cbasp_c,succ_e,paai17_c,cdpdaihpdecg_c,ser_L_e,ser_L_c,3haACP_c,tma_c,cu2_e,ethso3_e,2hdecg3p_c,ppa_c,ppa_e,2agpe180_c,oxa_c,glyc_c,pep_c,malt6p_c,uGgla_c,chol_e,3hhdcoa_c,dcamp_c,glu5p_c,dxyl5p_c,4ampm_c,ppap_c,3hbcoa_R_c,3hbcoa_c,ribflv_c,dscl_c,myrsACP_c,ACP_c,proteinsynth_c,gmp_c,metsox_S_L_c,3hhexACP_c,orot5p_c,trdrd_c,dctp_c,pi_e,lac_L_c,pai17_c,cdpdihpdecg_c,leu_L_e,met_L_c,metala_c,thr_L_c,2agpg180_c,3hddcoa_c,pa120_c,cdpdddecg_c,taur_c,abt_c,uacgam_c,uaagmda_c,acser_c,8m3ononACP_c,3php_c,rnatrans_c,urea_c,urea_e,g6p_c,1pyr5c_c,acald_c,acald_e,clpnai17_c,pgai17_c,pydx5p_c,pa161_c,udcpdp_c,5mthf_c,ca2_c,6a2ohxnt_c,1pipdn2c_c,3hoctaACP_c,3ooctdACP_c,achms_c,orn_c,mlthf_c,nac_e,dhf_c,mnl1p_c,indole_c,pgp140_c,xmp_c,duri_c,9m3odcaACP_c,9m3hdcaACP_c,pai16_c,1aihpdecg3p_c,glutrna_c,pgpi17_c,glyasn_e,25aics_c,1agpe180_c,etoh_c,2ddglcn_e,gtp_c,imp_c,ihpdcoa_c,hco3_c,udpglcur_c,pan4p_c,b2coa_c,2me4p_c,thf_c,cdpdhdec9eg_c,g1p_c,adpglc_c,man_c,12m3hmyrsACP_c,pg140_c,3hoctACP_c,15m3opalmACP_c,1agpe161_c,na1_e,dcdp_c,uaccg_c,uamr_c,din_c,2dr1p_c,arg_L_e,15m3hpalmACP_c,11m3hddcaACP_c,11m3oddcaACP_c,cbmt_c,2ddecg3p_c,1agpg181_c,mso3_c,adn_c,lcts_e,isetac_e,isetac_c,ethso3_c,tag6p_D_c,gal_c,cdpdodecg_c,3odcoa_c,occoa_c,pa141_c,cdpdtdec7eg_c,argsuc_c,3odecACP_c,glymet_c,2oph_c,1agpe140_c,gsn_c,spmd_e,spmd_c,agm_c,csn_c,peptmet_L_c,aipdcoa_c,6m3hheptACP_c,7m3hocACP_c,7m3oocACP_c,ugmda_c,uagmda_c,3dhq_c,26dap_M_e,trp_L_e,alltn_R_c,glypro_c,ipdp_c,aacald_c,pgp160_c,4m3hhexACP_c,8m3hdcaACP_c,sbt6p_c,succoa_c,suchms_c,4ppcys_c,2pg_c,malttr_c,maltttr_c,pb_c,pb_e,glyphe_e,glc_bD_c,g6p_B_c,dmlz_c,fprica_c,glc_D_e,fe2_c,arab_L_c,trnaglu_c,1ipdecg3p_c,alltn_c,fdp_c,val_L_e,phthr_c,amopbut_L_c,psd5p_c,4m3hpentACP_c,hethmpp_c,alahis_c,hxcoa_c,e4hglu_c,4h2oglt_c,nmn_e,hkmpp_c,dkmpp_c,fdxrd_c,ddcaACP_c,3hdcoa_c,dhpt_c,fadh2_c,h2o2_c,ac_e,damp_c,glc_D_c,ncam_c,h2s_c,5prdmbz_c,3ooctACP_c,orot_c,glymet_e,glu1sa_c,tdcoa_c,2agpg141_c,chol_c,glycogen_c,1tdecg3p_c,butso3_e,xan_e,1aipdecg3p_c,paai15_c,malt_c,1agpe141_c,glyasp_c,fru_c,glyphe_c,1odec11eg3p_c,alaala_c,mops_e,fe3_c,hcys_L_c,cytd_c,fe3_e,pnto_R_c,3oddecACP_c,skm_c,1hdec9eg3p_c,hdcea_c,pram_c,air_c,cdpditdecg_c,2agpg160_c,10m3oundecACP_c,4mhetz_c,rnam_c,3htdcoa_c,glyglu_c,pgp161_c,pg161_c,alahis_e,2ddglcn_c,pgi16_c,adhlam_c,lpam_c,2mahmp_c,C11821_c,cobalt2_e,3hmbcoa_c,pphn_c,xylu_D_c,fpram_c,glypro_e,1tdec7eg3p_c,pser_L_c,ddcacoa_c,3otdcoa_c,2p4c2me_c,3oocoa_c,cdpdhdecg_c,arsenb_e,arsenb_c,scl_c,copre2_c,actACP_c,gua_c,dgsn_c,lcts_c,fol_c,tyr_L_e,n6all26d_c,4abut_c,4abutn_c,pgp141_c,glycys_e,glycys_c,1agpg141_c,6m3hocACP_c,cro4_e,nicrns_c,cobalt2_c,gam6p_c,N1aspmd_c,25dhpp_c,1odecg3p_c,glyleu_e,2hdec9eg3p_c,5aprbu_c,4ppan_c,udp_c,2agpe160_c,2agpe181_c,pgp120_c,pg120_c,hdca_c,maltpt_c,malthx_c,4hba_c,3hhcoa_c,metsox_R_L_e,3psme_c,chor_c,no3_e,cl_e,pgpai17_c,man_e,his_L_e,tdeACP_c,thmmp_c,thfglu_c,ocdcea_c,so3_c,glygln_c,clpn160_c,pg160_c,mnl_e,pai14_c,butso3_c,pgi15_c,clpni15_c,hxan_e,alaleu_c,etha_c,1agpg180_c,ocdca_c,glyasp_e,1agpg160_c,ahcys_c,thm_c,thmpp_c,14m3opentdecACP_c,14m3hpentdecACP_c,sulfac_c,ctbt_c,2dmmql8_c,pdx5p_c,alaleu_e,asn_L_e,hg2_c,hg2_e,ca2_e,zn2_e,glyglu_e,5mtr_c,aihpdcoa_c,Largn_c,dpcoa_c,3omrsACP_c,aicar_c,dtdp4d6dm_c,clpn140_c,gly_e,4c2me_c,ptrc_e,octeACP_c,pg180_c,f1p_c,fmn_c,hdeACP_c,cdpglyc_c,lac_L_e,cpppg3_c,pai15_c,thr_L_e,alathr_c,co2_e,dcyt_c,alagly_c,2agpe141_c,alagln_e,13m3omyrsACP_c,gam1p_c,man6p_c,3a2opp_c,ficytC_c,glyc_e,idp_c,uaaGgla_c,2dr5p_c,cd2_c,alaglu_e,1agpg161_c,2agpg161_c,pydxn_c,4pasp_c,1ihpdecg3p_c,uama_c,4ahmmp_c,cdpdaipdecg_c,im4act_c,clpni14_c,cys_L_e,acon_C_c,2odec11eg3p_c,for_e,fgam_c,hepdp_c,cdpdtdecg_c,pydx_c,met_L_e,suc6p_c,3mob_c,pa140_c,4mpetz_c,10m3hddcaACP_c,10m3oddcaACP_c,alac_S_c,ala_L_e,icit_c,3c4mop_c,4mop_c,3oddcoa_c,o2_e,3hmrsACP_c,aacoa_c,nh4_e,gthrd_c,uaGgla_c,pppg9_c,rhcys_c,h2o_e,1agpe181_c,10fthf5glu_c,3opalmACP_c,cgly_e,but_c,lgt_S_c,adprib_c,5apru_c,adn_e,14m3hpalmACP_c,ipdcoa_c,2mecdp_c,13m3hmyrsACP_c,dcmp_c,pro_L_e,2agpg181_c,mops_c,udpacgal_c,14m3opalmACP_c,ala_B_c,acgam6p_c,metala_e,clpni16_c,mso3_e,5hxudidzcba_c,pendp_c,gdptp_c,4m3opentACP_c,ichor_c,23ddhb_c,malthp_c,xyl_D_e,xyl_D_c,3hadpcoa_c,2agpe120_c,pgp181_c,ru5p_L_c,xu5p_L_c,2tdec7eg3p_c,ibcoa_c,2mp2coa_c,23dhdp_c,lys_L_e,met_D_e,met_D_c,rdmbzi_c,but_e,pa181_c,4per_c,2mbcoa_c,2mb2coa_c,2tdecg3p_c,etoh_e,ctbt_e,acgam1p_c,2agpe140_c,1agpg140_c,phe_L_e,2odecg3p_c,orn_e,hexdp_c,1ddecg3p_c,dha_c,arab_L_e,hmbil_c,2agpg120_c,dcacoa_c,drib_c,dtdprmn_c,alaasp_e,6m3oocACP_c,h2_c,h2_e,2pglyc_c,glyclt_c,glx_c,metsox_S_L_e,clpnai15_c,2agpe161_c,5fthf_c,2ohph_c,hexs_c,pg181_c,alagly_e,ppbng_c,Lcyst_c,im4ac_c,ile_L_e,cro4_c,2obut_c,fe2_e,1agpe160_c,mthgxl_c,23dhmp_c,2ahbut_c,hexs_e,tagdp_D_c,ura_e,k_e,taur_e,focytC_c,thdp_c,L2aadp6sa_c,gbbtn_c,glytyr_e,thymd_c,pap_c,sulfac_e,3ohexACP_c,gln_L_e,melib_c,pg141_c,metsox_R_L_c,pppi_c,pgpi15_c,sucr_c,3hmp_c,3mop_c,clpn180_c,oxadpcoa_c,dad_2_c,g1p_B_c,uppg3_c,gcald_c,sbt_D_e,15dap_c,pmtcoa_c,thp2c_c,2aobut_c,aact_c,2mop_c
asp_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db4p_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
